goldID	organismName	ncbiBioprojectID	ncbiTaxID	Ecosystem	EcosystemCategory	EcosystemType
Gb0010881	Salmonella enterica enterica sv Saint Paul SARA23	PRJNA64291	992132	Host-associated	NA	NA
Gb0010882	Salmonella enterica enterica sv Saint Paul SARA29	PRJNA64293	992133	Host-associated	NA	NA
Gb0010883	Salmonella enterica enterica sv Schwarzengrund CVM19633	PRJNA64295	992134	Engineered	Food production	Unclassified
Gb0010884	Salmonella enterica enterica sv Schwarzengrund SL480	PRJNA64297	992135	Host-associated	NA	NA
Gb0010885	Salmonella enterica enterica sv Virchow SL491	PRJNA64299	992136	Host-associated	NA	NA
Gb0010886	Salmonella enterica enterica sv Weltevreden HI_N05-537	PRJNA64327	992150	Host-associated	NA	NA
Gb0010887	Salmonella enterica Typhimurium TR7095	PRJNA64329	992151	Host-associated	NA	NA
Gb0010888	Serratia marcescens Db11	PRJNA64331	992152	Host-associated	NA	NA
Gb0010890	Shewanella loihica PV-4	PRJNA64335	992154	Environmental	Aquatic	Marine
Gb0010892	Shewanella baltica OS223	PRJNA183798	1268975	Environmental	Aquatic	Marine
Gb0010894	Natranaerobius thermophilus JW/NM-WN-LF	PRJNA67203	1035196	Environmental	Aquatic	Freshwater
Gb0010898	Pseudonocardia sp #1	PRJNA67205	1035197	NA	NA	NA
Gb0010899	Pseudonocardia sp #2	PRJNA64367	992170	NA	NA	NA
Gb0010900	Prochlorococcus marinus MIT 9211	PRJNA64369	992171	Environmental	Aquatic	Marine
Gb0010901	Acinetobacter baumannii ATCC 17978	PRJNA64371	992172	Host-associated	Human	Unclassified
Gb0010903	Burkholderia pseudomallei 1106a	PRJNA64375	992174	Host-associated	NA	NA
Gb0010904	Burkholderia pseudomallei 668	PRJNA64377	992175	Host-associated	NA	NA
Gb0010905	Burkholderia mallei NCTC 10247	PRJNA64379	992176	Host-associated	Human	Unclassified
Gb0010906	Pyrobaculum calidifontis JCM 11548	PRJNA64381	992177	Environmental	Aquatic	Thermal springs
Gb0010907	Mycobacterium sp. JLS	PRJNA64337	992155	Environmental	Terrestrial	Soil
Gb0010908	Rhodobacter sphaeroides ATCC 17029	PRJNA64339	992156	NA	NA	NA
Gb0010909	Actinobacillus pleuropneumoniae L20	PRJNA64341	992157	NA	NA	NA
Gb0010910	Acinetobacter baumannii ATCC 17978	PRJNA64343	992158	Host-associated	Human	Unclassified
Gb0010911	Brevundimonas subvibrioides ATCC 15264	PRJNA64345	992159	Environmental	Aquatic	Freshwater
Gb0010912	Ancalomicrobium adetum	PRJNA64347	992160	NA	NA	NA
Gb0010913	Hyphomicrobium denitrificans ATCC 51888	PRJNA64349	992161	NA	NA	NA
Gb0010914	Rhodomicrobium vannielii ATCC 17100	PRJNA64351	992162	NA	NA	NA
Gb0010915	Acidovorax ebreus TPSY	PRJNA64353	992163	Environmental	Aquatic	Freshwater
Gb0010917	Azospira suillum PS	PRJNA64357	992165	Environmental	Terrestrial	Soil
Gb0010918	Natrialba magadii ATCC 43099	PRJNA64359	992166	Environmental	Aquatic	Freshwater
Gb0010919	Thermovibrio ammonificans HB-1, DSM 15698	PRJNA64361	992167	Environmental	Aquatic	Marine
Gb0010921	Variovorax paradoxus EPS	PRJNA63985	991989	NA	NA	NA
Gb0010922	Actinosynnema mirum 101, DSM 43827	PRJNA63987	991990	Host-associated	Plants	Unclassified
Gb0010923	Dialister pneumosintes ATCC 33048	PRJNA63989	991991	Host-associated	Mammals	Respiratory system
Gb0010924	Nocardiopsis dassonvillei dassonvillei DSM 43111	PRJNA63991	991992	Environmental	Terrestrial	Soil
Gb0010925	Brachybacterium faecium 6-10, DSM 4810	PRJNA63993	991993	Environmental	Terrestrial	Soil
Gb0010933	Dyadobacter fermentans NS114, DSM 18053	PRJNA66287	1017264	Host-associated	Plants	Unclassified
Gb0010935	Alistipes putredinis DSM 17216	PRJNA64383	992178	Host-associated	Human	Digestive system
Gb0010936	Anaerofustis stercorihominis DSM 17244	PRJNA64385	992179	Host-associated	Human	Digestive system
Gb0010937	Anaerotruncus colihominis DSM 17241	PRJNA64387	992180	Host-associated	Human	Digestive system
Gb0010942	Borrelia burgdorferi 29805	PRJNA89615	1161421	Host-associated	NA	NA
Gb0010943	Borrelia burgdorferi ZS7	PRJNA89617	1161422	Host-associated	NA	NA
Gb0010944	Borrelia burgdorferi 118a	PRJNA89621	1161424	Host-associated	Human	Skin
Gb0010945	Borrelia burgdorferi 72a	PRJNA64363	992168	Host-associated	Human	Skin
Gb0010946	Borrelia burgdorferi WI91-23	PRJNA64365	992169	Host-associated	Birds	Circulatory system
Gb0010947	Borrelia burgdorferi CA-11.2a	PRJNA64391	992182	Host-associated	Human	Unclassified
Gb0010948	Borrelia burgdorferi 80a	PRJNA64393	992183	Host-associated	Animal	Skin
Gb0010949	Borrelia burgdorferi 94a	PRJNA64395	992184	Host-associated	Human	Skin
Gb0010950	Burkholderia mallei NCTC 10247	PRJNA64397	992185	Host-associated	Human	Unclassified
Gb0010953	Clostridium bartlettii DSM 16795	PRJNA64461	999382	Host-associated	Human	Digestive system
Gb0010954	Collinsella stercoris DSM 13279	PRJNA63995	991994	Host-associated	Human	Digestive system
Gb0010955	Bacteroides stercoris ATCC 43183	PRJNA63999	991996	Host-associated	Human	Digestive system
Gb0010956	Catenibacterium mitsuokai DSM 15897	PRJNA64001	991997	Host-associated	Human	Digestive system
Gb0010958	Ruminococcus sp. GM2/1	PRJNA64003	991998	Host-associated	Human	Digestive system
Gb0010960	Pyrobaculum calidifontis JCM 11548	PRJNA89619	1078483	Environmental	Aquatic	Thermal springs
Gb0010967	Zymomonas mobilis pomaceae Barker 1, ATCC 29192	PRJNA65323	1006543	Engineered	Food production	Unclassified
Gb0010969	Methylomicrobium album BG8	PRJNA64463	999383	Environmental	Aquatic	Freshwater
Gb0010970	Mycobacterium sp. JLS	PRJNA64467	999384	Environmental	Terrestrial	Soil
Gb0010971	Allochromatium vinosum DSM 180	PRJNA64465	999386	Environmental	Aquatic	Freshwater
Gb0010972	Halothiobacillus neapolitanus c2, ATCC 23641	PRJNA64471	999394	Engineered	Wastewater	Unclassified
Gb0010973	Thiomonas intermedia K12	PRJNA64479	999629	Engineered	Wastewater	Unclassified
Gb0010974	Streptococcus pneumoniae SP195	PRJNA64551	999892	Host-associated	Unclassified	Unclassified
Gb0010975	Streptococcus pneumoniae CDC3059-06	PRJNA64011	992002	Host-associated	NA	NA
Gb0010977	Streptococcus pneumoniae CDC0288-04	PRJNA64015	992004	Host-associated	NA	NA
Gb0010978	Streptococcus pneumoniae CDC1087-00	PRJNA64017	992005	Host-associated	NA	NA
Gb0010979	Streptococcus pneumoniae CDC1873-00	PRJNA64019	992006	Host-associated	NA	NA
Gb0010980	Rhodobacter sphaeroides ATCC 17029	PRJNA64021	992007	NA	NA	NA
Gb0010983	Burkholderia cepacia	PRJNA66559	1028801	Host-associated	Human	Respiratory system
Gb0010984	Escherichia coli O157:H7 EC4024	PRJNA66557	1028800	Host-associated	NA	NA
Gb0010985	Escherichia coli O157:H7 EC4042	PRJNA71263	1038927	Host-associated	NA	NA
Gb0010987	Escherichia coli O157:H7 EC4076	PRJNA64643	1000939	Host-associated	NA	NA
Gb0010988	Escherichia coli O157:H7 EC4113	PRJNA64639	1000937	Host-associated	NA	NA
Gb0010990	Actinobacillus pleuropneumoniae L20	PRJNA64647	1001223	NA	NA	NA
Gb0010991	Escherichia coli O157:H7 EC4206	PRJNA64649	1001224	Host-associated	NA	NA
Gb0010993	Clostridium perfringens type C - JGS1495	PRJNA64057	992015	Host-associated	NA	NA
Gb0010994	Haloquadratum walsbyi J07HQW1	PRJNA64059	992016	Environmental	Aquatic	Non-marine Saline and Alkaline
Gb0010995	Haliscomenobacter hydrossis O, DSM 1100	PRJNA64061	992017	Engineered	Wastewater	Unclassified
Gb0010996	Clostridium perfringens CPE F4969	PRJNA64063	992018	Host-associated	NA	NA
Gb0010997	Clostridium perfringens type D - JGS1721	PRJNA64067	992020	Host-associated	NA	NA
Gb0010998	Clostridium perfringens type E - JGS1987	PRJNA64065	992019	Host-associated	NA	NA
Gb0010999	Clostridium perfringens NCTC 8239	PRJNA64069	992021	Engineered	Food production	Unclassified
Gb0011000	Staphylococcus aureus RCH_I56	PRJNA64071	992022	NA	NA	NA
Gb0011001	Bombyx mori Dazao	PRJNA64107	992040	NA	NA	NA
Gb0011002	Aedes aegypti Liverpool	PRJNA64109	992041	Host-associated	Human	Unclassified
Gb0011003	Apis mellifera DH4	PRJNA64111	992042	NA	NA	NA
Gb0011004	Staphylococcus aureus aureus Newman	PRJNA78963	1125778	Host-associated	Human	Unclassified
Gb0011005	Ostreococcus lucimarinus CCE9901	PRJNA66291	1017266	NA	NA	NA
Gb0011016	Actinoplanes missouriensis NBRC 102363	PRJNA64665	1001584	Environmental	Terrestrial	Soil
Gb0011021	Bifidobacterium longum BORI	PRJNA64669	1000950	Host-associated	Human	Digestive system
Gb0011022	Methanococcus maripaludis KA1	PRJNA64671	1000951	NA	NA	NA
Gb0011023	Selenomonas ruminantium lactilytica TAM6421	PRJNA64673	1000952	Host-associated	Mammals	Digestive system
Gb0011024	Candidatus Kuenenia stuttgartiensis	PRJNA64113	992043	NA	NA	NA
Gb0011025	Caulobacter sp. K31	PRJNA64115	992044	Environmental	Aquatic	Freshwater
Gb0011026	Dokdonia donghaensis MED134	PRJNA64117	992045	Environmental	Aquatic	Marine
Gb0011027	Candidatus Arcobacter sulfidicus	PRJNA64119	992046	Environmental	Terrestrial	Volcanic
Gb0011028	Listeria seeligeri FSL S4-171	PRJNA64121	992047	Engineered	Built environment	Unclassified
Gb0011029	Listeria ivanovii FSL F6-596	PRJNA64123	992048	Engineered	Food production	Unclassified
Gb0011030	Apis mellifera DH4	PRJNA64127	992050	NA	NA	NA
Gb0011031	Clostridium innocuum JCM 1292	PRJNA64129	992051	Host-associated	Human	Skin
Gb0011032	Escherichia coli O26 (EHEC)	PRJNA64131	992052	Host-associated	NA	NA
Gb0011034	Escherichia coli O111 (EHEC)	PRJNA64135	992054	Host-associated	NA	NA
Gb0011035	Escherichia coli O103 (EHEC)	PRJNA64137	992055	Host-associated	NA	NA
Gb0011036	Escherichia coli K12 WACKER	PRJNA64139	992056	Host-associated	NA	NA
Gb0011041	Halomonas elongata	PRJNA67199	1035194	NA	NA	NA
Gb0011043	Lactobacillus fermentum IFO 3956	PRJNA64675	1000953	Engineered	Food production	Unclassified
Gb0011045	Cycloclasticus sp. TU126	PRJNA51217	870968	NA	NA	NA
Gb0011047	Streptomyces griseus griseus NBRC 13350	PRJNA51215	870967	NA	NA	NA
Gb0011049	Rickettsia japonica YH	PRJNA71265	1073567	Host-associated	Human	Circulatory system
Gb0011053	Bifidobacterium breve JCM 1192	PRJNA64143	992058	Host-associated	Human	Digestive system
Gb0011054	Bifidobacterium bifidum JCM 1255	PRJNA64145	992059	Host-associated	Human	Digestive system
Gb0011055	Bifidobacterium catenulatum JCM 1194	PRJNA64147	992060	Host-associated	Human	Digestive system
Gb0011056	Raoultella ornithinolytica AA097	PRJNA64149	992061	Host-associated	NA	NA
Gb0011057	Clostridium ramosum DSM 1402	PRJNA64151	992062	Host-associated	NA	NA
Gb0011058	Clostridium ramosum VPI 0427, DSM 1402	PRJNA64153	992063	Host-associated	Human	Digestive system
Gb0011059	Blautia hydrogenotrophica DSM 10507	PRJNA64155	992064	Host-associated	Human	Digestive system
Gb0011060	Methanococcus maripaludis C7	PRJNA64157	992065	Environmental	Aquatic	Marine
Gb0011061	Listeria monocytogenes XFL0605	PRJNA64159	992066	Host-associated	NA	NA
Gb0011062	Spirosoma linguale DSM 74	PRJNA64161	992067	Environmental	Aquatic	Freshwater
Gb0011063	Isosphaera pallida IS1B, ATCC 43644	PRJNA64163	992068	Environmental	Aquatic	Thermal springs
Gb0011064	Neurospora crassa 3246	PRJNA64165	992069	NA	NA	NA
Gb0011065	Thermobaculum terrenum YNP1, ATCC BAA-798	PRJNA64167	992070	Environmental	Terrestrial	Soil
Gb0011073	Rhodothermus marinus R-10, DSM 4252	PRJNA78583	936375	Environmental	Aquatic	Thermal springs
Gb0011074	Escherichia coli MS 200-1	PRJNA78585	936381	Host-associated	Human	Unclassified
Gb0011076	Capnocytophaga ochracea VPI 2845, DSM 7271	PRJNA78589	1111137	Host-associated	Human	Digestive system
Gb0011077	Arcobacter nitrofigilis DSM 7299	PRJNA78591	1082396	Host-associated	Plants	Rhizoplane
Gb0011078	Ferrimonas balearica PAT, DSM 9799	PRJNA156777	1115805	Environmental	Aquatic	Sediment
Gb0011079	Meiothermus silvanus VI-R2, DSM 9946	PRJNA78593	28125	Environmental	Aquatic	Thermal springs
Gb0011080	Staphylococcus aureus RCH_I33	PRJNA78595	1082397	NA	NA	NA
Gb0011081	Streptobacillus moniliformis 9901, DSM 12112	PRJNA78597	1351	Host-associated	Human	Unclassified
Gb0011082	Brachyspira murdochii 56-150, DSM 12563	PRJNA78599	1351	Host-associated	Animal	Digestive system
Gb0011083	Kangiella koreensis SW-125, DSM 16069	PRJNA66633	1029825	Environmental	Aquatic	Marine
Gb0011084	Leadbetterella byssophila 4M15, DSM 17132	PRJNA67983	1045856	Engineered	Solid waste	Composting
Gb0011096	Ruminococcus gnavus	PRJNA67913	1001994	Host-associated	NA	NA
Gb0011102	Tetragenococcus halophilus NBRC 12172	PRJNA67841	1042376	Engineered	Food production	Unclassified
Gb0011108	Rubrivivax gelatinosus S1	PRJNA66845	1031709	NA	NA	NA
Gb0011109	Amphibacillus xylanus NBRC 15112	PRJNA66625	1030009	Engineered	Solid waste	Composting
Gb0011110	Deferribacter desulfuricans SSM1, DSM 14783	PRJNA51883	882102	Environmental	Aquatic	Marine
Gb0011114	Acetonema longum APO-1, DSM 6540	PRJNA66109	1009370	Host-associated	Insecta	Digestive system
Gb0011115	Buchnera aphidicola USDA	PRJNA66101	1009856	Host-associated	NA	NA
Gb0011116	Buchnera aphidicola Ua	PRJNA65479	1005057	Host-associated	Insecta	Unclassified
Gb0011117	Leptospira interrogans sv Pomona Pomona	PRJNA65043	1001587	Host-associated	Human	Unclassified
Gb0011119	Escherichia coli O104:H4 HUSEC41	PRJNA67931	1042803	Host-associated	Human	Unclassified
Gb0011121	Kocuria rhizophila P7-4	PRJNA66631	1029824	Host-associated	Fish	Digestive system
Gb0011123	Chlamydophila abortus LLG	PRJNA65241	1003238	Host-associated	Mammals	Unclassified
Gb0011124	Staphylococcus lugdunensis N920143	PRJNA67127	1034809	Host-associated	Unclassified	Unclassified
Gb0011126	Listeria monocytogenes J1-220	PRJNA60537	930782	Host-associated	Plants	Unclassified
Gb0011127	Vibrio parahaemolyticus 10329	PRJNA46533	745023	Host-associated	Unclassified	Unclassified
Gb0011129	Francisella sp. TX077308	PRJNA67139	573569	Host-associated	NA	NA
Gb0011130	Spirulina platensis NIES-39	PRJNA53213	903503	Environmental	Aquatic	Freshwater
Gb0011133	Brachyspira intermedia PWS/A	PRJNA68051	1045858	Host-associated	Mammals	Unclassified
Gb0011134	Brachyspira pilosicoli P43/6/78	PRJNA67875	1042417	Host-associated	Mammals	Unclassified
Gb0011137	Leptospira weillii 2006001853	PRJNA65047	1001589	Host-associated	Human	Unclassified
Gb0011138	Buchnera aphidicola W106	PRJNA66103	1009857	Host-associated	NA	NA
Gb0011139	Leptospira interrogans 2006001854	PRJNA65049	1001590	Host-associated	Human	Unclassified
Gb0011140	Microlunatus phosphovorus NM-1	PRJNA65051	1001592	Engineered	Wastewater	Activated Sludge
Gb0011141	Leptospira interrogans 2006001870	PRJNA65053	1001593	Host-associated	Human	Unclassified
Gb0011143	Propionibacterium acnes SK182B-JCVI	PRJNA68569	1051006	Host-associated	Human	Skin
Gb0011152	Helicobacter pylori Aklavik117	PRJNA69923	1055531	Host-associated	Unclassified	Unclassified
Gb0011153	Helicobacter pylori ELS37	PRJNA69915	1055527	Host-associated	Human	Unclassified
Gb0011154	Helicobacter pylori Puno120	PRJNA69917	1055528	Host-associated	Human	Unclassified
Gb0011159	Escherichia coli O104:H4 H112180280	PRJNA67929	1042804	Host-associated	Animal	Digestive system
Gb0011161	Arcobacter molluscorum CECT 7696	PRJNA66821	870501	Host-associated	Mollusca	Unclassified
Gb0011163	Actinomyces sp. ICM47	PRJNA78551	936548	Host-associated	Human	Unclassified
Gb0011164	Actinomyces sp. ICM39	PRJNA78553	1105029	Host-associated	Human	Unclassified
Gb0011165	Atopobium sp. ICM58	PRJNA78555	1105030	Host-associated	Human	Unclassified
Gb0011177	Chlamydophila psittaci 08DC60	PRJNA66485	1027843	Host-associated	Animal	Respiratory system
Gb0011178	Chlamydophila psittaci C19/98	PRJNA66483	1027844	Host-associated	Mammals	Unclassified
Gb0011179	Chlamydophila psittaci 02DC15	PRJNA66481	1027845	Host-associated	Mammals	Reproductive system
Gb0011180	Rubrivivax gelatinosus S1	PRJNA66479	1027846	NA	NA	NA
Gb0011181	Streptococcus pasteurianus ATCC 43144	PRJNA62519	981540	Host-associated	Human	Circulatory system
Gb0011182	Streptococcus gallolyticus gallolyticus ATCC 43143	PRJNA62517	981539	Host-associated	Human	Circulatory system
Gb0011184	Porphyromonas gingivalis TDC60	PRJNA66755	1030843	Host-associated	Unclassified	Unclassified
Gb0011202	Methanococcus maripaludis KA1	PRJNA61383	940190	NA	NA	NA
Gb0011208	Listeria seeligeri FSL S4-171	PRJNA66629	1029823	Engineered	Built environment	Unclassified
Gb0011209	Listeria ivanovii FSL F6-596	PRJNA234802	1123358	Engineered	Food production	Unclassified
Gb0011215	Leptospira interrogans sv Bulgarica Mallika	PRJNA65041	1001586	Host-associated	Human	Unclassified
Gb0011216	Leptospira interrogans 2002000621	PRJNA65045	1001588	Host-associated	Human	Unclassified
Gb0011217	Buchnera aphidicola G002	PRJNA66105	1009858	Host-associated	NA	NA
Gb0011218	Leptospira interrogans C10069	PRJNA65055	1001591	Host-associated	Human	Unclassified
Gb0011219	Leptospira interrogans sv Australis LT2148	PRJNA65057	1001594	Host-associated	Human	Unclassified
Gb0011223	Listonella anguillarum 96F	PRJNA63191	990314	Host-associated	Fish	Unclassified
Gb0011224	Leptospira interrogans sv Djasiman LT1649	PRJNA65061	1001596	Host-associated	Human	Unclassified
Gb0011225	Leptospira interrogans sv Canicola LT1962	PRJNA65063	1001597	Host-associated	Human	Unclassified
Gb0011226	Leptospira interrogans sv Copenhageni LT2050	PRJNA65065	1001598	Host-associated	Human	Unclassified
Gb0011227	Leptospira interrogans sv Grippotyphosa LT2186	PRJNA65067	1001599	Host-associated	Human	Unclassified
Gb0011233	Listonella anguillarum RV22	PRJNA63209	989499	Host-associated	Fish	Unclassified
Gb0011236	Flavobacteriaceae bacterium HQM9	PRJNA67451	980584	Host-associated	Plants	Unclassified
Gb0011237	Mycobacterium avium paratuberculosis Pt139	PRJNA66641	1029815	Host-associated	Human	Digestive system
Gb0011238	Mycobacterium avium paratuberculosis Pt144	PRJNA66643	1029816	Host-associated	Human	Digestive system
Gb0011239	Mycobacterium avium paratuberculosis Pt145	PRJNA66645	1029817	Host-associated	Human	Digestive system
Gb0011240	Candidatus Kuenenia stuttgartiensis	PRJNA66647	1029818	NA	NA	NA
Gb0011241	Leptospira interrogans sv Zanoni LT2156	PRJNA65073	1001601	Host-associated	Human	Unclassified
Gb0011242	Leptospira interrogans sv Copenhageni 2006007831	PRJNA65075	1001986	Host-associated	Human	Unclassified
Gb0011244	Leptospira interrogans sv Copenhageni 2001025091	PRJNA65077	1001987	Host-associated	Human	Unclassified
Gb0011245	Leptospira interrogans sv Copenhageni Fiocruz LV2756C6	PRJNA65079	1001602	Host-associated	Human	Unclassified
Gb0011247	Ralstonia solanacearum Po82	PRJNA66837	1031711	Host-associated	Plants	Unclassified
Gb0011251	Mycobacterium avium paratuberculosis Pt154	PRJNA66649	1029819	Host-associated	Human	Digestive system
Gb0011252	Mycobacterium avium paratuberculosis Pt155	PRJNA66651	1029820	Host-associated	Human	Digestive system
Gb0011253	Mycobacterium avium paratuberculosis Pt164	PRJNA66653	1029821	Host-associated	Human	Digestive system
Gb0011255	Clostridium difficile BI9	PRJNA42473	699032	Host-associated	Human	Unclassified
Gb0011257	Leptospira interrogans sv Copenhageni Fiocruz R154	PRJNA65081	1001603	Host-associated	Mammals	Unclassified
Gb0011260	Dokdonia donghaensis MED134	PRJNA66107	1009859	Environmental	Aquatic	Marine
Gb0011261	Buchnera aphidicola Ak	PRJNA65481	1005090	Host-associated	Insecta	Unclassified
Gb0011263	Mycobacterium avium paratuberculosis CLIJ623	PRJNA66639	1029814	Host-associated	Mammals	Digestive system
Gb0011265	Pseudoalteromonas luteoviolacea S4054	PRJNA80353	1129367	Host-associated	Plants	Unclassified
Gb0011266	Enterobacter aerogenes KCTC 2190	PRJNA66537	1028307	Host-associated	NA	NA
Gb0011269	Acinetobacter lwoffii WJ10621	PRJNA68097	1046625	Host-associated	Human	Unclassified
Gb0011271	Bifidobacterium breve 26M2	PRJNA67403	1036735	Host-associated	Human	Milk
Gb0011272	Arcobacter butzleri 7h1h	PRJNA67167	1036172	Host-associated	Mammals	Digestive system
Gb0011277	Escherichia coli O104:H4 TY-2482	PRJNA67657	1038844	Host-associated	Animal	Digestive system
Gb0011278	Escherichia coli O104:H4 LB226692	PRJNA67613	1040638	Host-associated	Animal	Digestive system
Gb0011280	Listeria seeligeri FSL S4-171	PRJNA67089	1035839	Engineered	Built environment	Unclassified
Gb0011283	Brucella melitensis bv. 1 M28-12	PRJNA65461	1004956	Host-associated	Mammals	Unclassified
Gb0011285	Escherichia coli NA114	PRJNA66975	1033813	Host-associated	Human	Excretory system
Gb0011288	Erwinia tracheiphila PSU-1	PRJNA67977	1044999	Host-associated	Plants	Unclassified
Gb0011289	Arcobacter trophiarum 64, LMG 25534	PRJNA66831	1032241	Host-associated	Mammals	Digestive system
Gb0011290	Listeria ivanovii FSL F6-596	PRJNA66827	1032239	Engineered	Food production	Unclassified
Gb0011292	Arcobacter mytili F2075, LMG 24559	PRJNA66823	1032238	Host-associated	Mollusca	Unclassified
Gb0011293	Arcobacter cryaerophilus CDC D2610	PRJNA66819	1032071	Host-associated	Human	Circulatory system
Gb0011294	Arcobacter cryaerophilus 02766, ATCC 43158	PRJNA66817	1032070	Host-associated	Mammals	Nervous system
Gb0011295	Lactobacillus ruminis SPM0211	PRJNA67675	1040964	Host-associated	NA	NA
Gb0011300	Apis mellifera DH4	PRJNA65263	1003237	NA	NA	NA
Gb0011302	Escherichia coli O26 (EHEC)	PRJNA65117	1003200	Host-associated	NA	NA
Gb0011304	Escherichia coli O111 (EHEC)	PRJNA66637	1029813	Host-associated	NA	NA
Gb0011305	Escherichia coli O103 (EHEC)	PRJNA66655	1029822	Host-associated	NA	NA
Gb0011306	Escherichia coli K12 WACKER	PRJNA68181	238241	Host-associated	NA	NA
Gb0011311	Lactobacillus salivarius GJ-24	PRJNA67679	1041521	Host-associated	Human	Unclassified
Gb0011312	Escherichia coli HM605	PRJNA66487	752789	Host-associated	Human	Unclassified
Gb0011315	Campylobacter hyointestinalis lawsonii CCUG 27631	PRJNA66797	1031752	Host-associated	Animal	Digestive system
Gb0011316	Campylobacter hyointestinalis hyointestinalis HG K169, LMG 9260	PRJNA66795	1031746	Host-associated	Human	Digestive system
Gb0011317	Campylobacter cuniculorum 150B, LMG 24588	PRJNA66793	1031742	Host-associated	Mammals	Unclassified
Gb0011318	Campylobacter helveticus Burnens E2289-9, CCUG 30566	PRJNA66791	1031739	Host-associated	Mammals	Digestive system
Gb0011319	Campylobacter avium 86/06, LMG 24591	PRJNA66787	522484	Host-associated	Birds	Digestive system
Gb0011320	Escherichia coli O26 (EHEC)	PRJNA68151	1212765	Host-associated	NA	NA
Gb0011321	Campylobacter jejuni jejuni 1997-7	PRJNA52871	889223	Host-associated	NA	NA
Gb0011323	Streptococcus salivarius 57.I	PRJNA68129	1046629	Host-associated	NA	NA
Gb0011328	Campylobacter insulaenigrae NCTC 12927	PRJNA66785	1031564	Host-associated	Mammals	Unclassified
Gb0011329	Campylobacter sp. FOBRC14	PRJNA78557	936554	Host-associated	Human	Unclassified
Gb0011331	Clostridium sp. MSTE9	PRJNA78561	1105031	Host-associated	Human	Unclassified
Gb0011332	Eubacterium sp. AS15	PRJNA78563	1115804	Host-associated	Human	Unclassified
Gb0011333	Eubacteriaceae bacterium sp. OBRC8	PRJNA78565	796941	Host-associated	Human	Unclassified
Gb0011334	Klebsiella sp. OBRC7	PRJNA78567	936565	Host-associated	Human	Unclassified
Gb0011335	Oribacterium sp. ACB8	PRJNA78569	796945	Host-associated	Human	Unclassified
Gb0011336	Prevotella sp. MSX73	PRJNA78571	1032506	Host-associated	Human	Unclassified
Gb0011337	Selenomonas sp. FOBRC9	PRJNA78573	936573	Host-associated	Human	Unclassified
Gb0011338	Selenomonas sp. FOBRC6	PRJNA78575	936572	Host-associated	Human	Unclassified
Gb0011339	Streptococcus sp. BS35b	PRJNA78577	1105032	Host-associated	Human	Unclassified
Gb0011340	Escherichia coli O111 (EHEC)	PRJNA78579	936577	Host-associated	NA	NA
Gb0011341	Veillonella sp. ACP1	PRJNA78581	936588	Host-associated	Human	Unclassified
Gb0011365	Escherichia coli 92.0144 (F03)	PRJNA66223	1010818	Host-associated	Human	Unclassified
Gb0011367	Escherichia coli 93-111	PRJNA66433	1017022	Host-associated	Human	Unclassified
Gb0011380	Clostridium chauvoei	PRJNA72477	1078764	Host-associated	NA	NA
Gb0011384	Methylobacterium mesophilicum SR1.6/6	PRJNA175757	908290	Host-associated	Plants	Unclassified
Gb0011385	Mycobacterium abscessus 3A-0119-R	PRJNA65171	1001721	Host-associated	Animal	Respiratory system
Gb0011386	Mycobacterium abscessus 3A-0122-R	PRJNA65159	1001715	Host-associated	Animal	Respiratory system
Gb0011387	Mycobacterium abscessus 3A-0122-S	PRJNA65161	1001716	Host-associated	Animal	Respiratory system
Gb0011388	Mycobacterium abscessus 3A-0731	PRJNA65165	1001718	Host-associated	Animal	Respiratory system
Gb0011389	Mycobacterium abscessus 3A-0810-R	PRJNA65163	1001717	Host-associated	Animal	Respiratory system
Gb0011390	Clostridium septicum	PRJNA65169	1001720	Host-associated	NA	NA
Gb0011391	Mycobacterium abscessus 3A-0930-S	PRJNA65167	1001719	Host-associated	Animal	Respiratory system
Gb0011392	Mycobacterium abscessus 4S-0116-R	PRJNA65179	1001725	Host-associated	Animal	Respiratory system
Gb0011430	Lactobacillus fermentum IFO 3956	PRJNA65177	1001724	Engineered	Food production	Unclassified
Gb0011431	Mycobacterium abscessus 4S-0206	PRJNA65175	1001723	Host-associated	Animal	Respiratory system
Gb0011432	Mycobacterium abscessus 4S-0303	PRJNA65173	1001722	Host-associated	Animal	Respiratory system
Gb0011433	Mycobacterium abscessus 4S-0726-RA	PRJNA65181	1001726	Host-associated	Animal	Respiratory system
Gb0011434	Mycobacterium abscessus 4S-0726-RB	PRJNA65183	1001727	Host-associated	Animal	Respiratory system
Gb0011435	Mycobacterium abscessus 5S-0304	PRJNA65185	1001728	Host-associated	Animal	Respiratory system
Gb0011437	Mycobacterium abscessus 5S-0422	PRJNA65191	1001731	Host-associated	Animal	Respiratory system
Gb0011438	Mycobacterium abscessus 5S-0708	PRJNA65189	1001730	Host-associated	Animal	Respiratory system
Gb0011439	Mycobacterium abscessus 5S-0817	PRJNA65199	1001735	Host-associated	Animal	Respiratory system
Gb0011440	Brachypodium distachyon Bd1-1	PRJNA65193	1001732	NA	NA	NA
Gb0011441	Mycobacterium abscessus 5S-1212	PRJNA65195	1001733	Host-associated	Animal	Respiratory system
Gb0011442	Mycobacterium abscessus 5S-1215	PRJNA65197	1001734	Host-associated	Animal	Respiratory system
