acc	quantile	meanTaiLe	costLe	GCLe	meanTaiLa	costLa	GCLa
NC_004547	5	0.42493358	22.825184	0.5263035	0.4333785	22.947731	0.5307335
NC_012416	1	0.31412736	23.80385	0.35714835	0.31672534	23.76337	0.35870475
NC_012416	2	0.3331672	24.004524	0.3565168	0.33364272	24.195225	0.3511648
NC_012416	3	0.34186852	23.709173	0.35340464	0.34238818	24.11856	0.35334066
NC_012416	4	0.35112336	23.93679	0.35492432	0.3508514	24.026737	0.3523362
NC_012416	5	0.36465505	24.442606	0.3526564	0.36630195	24.399532	0.3558498
NC_004551	1	0.28026155	23.518559	0.451378	0.27776593	23.678988	0.45168418
NC_004551	2	0.29656303	23.081749	0.47071376	0.29542145	23.33546	0.45680222
NC_004551	3	0.30530268	23.016535	0.46959174	0.30409357	23.20571	0.46036536
NC_004551	4	0.31489974	23.214005	0.4675564	0.31271994	23.303	0.45930904
NC_004551	5	0.33092618	23.291277	0.47592893	0.32928854	23.223719	0.46920407
NC_004337	1	0.24630247	24.010637	0.49333718	0.24687134	24.298233	0.49130005
NC_004337	2	0.2706539	23.791584	0.52198553	0.27100608	23.860252	0.5156206
NC_004337	3	0.28485286	23.416409	0.52897114	0.28525576	23.631334	0.52143043
NC_004337	4	0.29908922	23.140823	0.5317423	0.29868752	23.23301	0.5304782
NC_004337	5	0.32528502	22.8096	0.5343936	0.3235505	22.999226	0.531988
NC_012808	1	0.1998532	22.216343	0.6833162	0.1993166	22.233404	0.6869152
NC_012808	2	0.2214668	22.093037	0.70191634	0.22128403	22.198458	0.7019074
NC_012808	3	0.22874495	22.073029	0.7041356	0.228471	21.951777	0.70731956
NC_012808	4	0.23488246	22.047482	0.7003227	0.23472388	21.99387	0.70286703
NC_012808	5	0.24530765	22.074871	0.6912335	0.24496844	22.250923	0.693764
NC_012806	1	0.6234944	25.165306	0.28052908	0.63111633	25.447704	0.26604038
NC_012806	2	0.6583947	24.50432	0.28494	0.66424656	23.90546	0.29886556
NC_012806	3	0.6807001	24.122238	0.2878559	0.68302906	24.224499	0.28554022
NC_012806	4	0.7016785	23.807974	0.2991177	0.69810504	24.092873	0.28756928
NC_012806	5	0.7397346	23.179758	0.30881536	0.72994256	23.553612	0.3030595
NC_012803	1	0.47445762	22.23784	0.7119612	0.46272856	22.45964	0.7102004
NC_012803	2	0.5164849	22.017103	0.7344348	0.50901425	21.921682	0.7375844
NC_012803	3	0.5308536	22.010424	0.7335157	0.52641124	22.061321	0.7385659
NC_012803	4	0.5409314	21.509827	0.7380892	0.53752834	21.709768	0.7418961
NC_012803	5	0.5559938	20.991638	0.7393774	0.5536324	21.023113	0.74346
NC_004552	1	0.5105042	23.858747	0.4092343	0.53341067	24.113821	0.39822388
NC_004552	2	0.52623385	23.865541	0.4042559	0.5515449	24.059118	0.399537
NC_004552	3	0.5362861	23.848413	0.40483502	0.56123114	23.575632	0.40671867
NC_004552	4	0.5472896	23.963877	0.4065569	0.5732267	24.086866	0.4084108
NC_004552	5	0.56613547	23.805363	0.40961078	0.5914742	23.5478	0.41235745
NC_012804	1	0.6610449	24.37181	0.508603	0.65829533	24.846565	0.485201
NC_012804	2	0.6921601	24.280235	0.53980064	0.69342995	24.099293	0.5336062
NC_012804	3	0.7092497	23.993902	0.55517864	0.71131897	24.011835	0.54664075
NC_012804	4	0.724547	23.959414	0.56019235	0.7287082	24.068193	0.5563922
NC_012804	5	0.74921864	24.242651	0.5645548	0.7536683	24.198769	0.5646846
NC_011601	1	0.22288646	23.967155	0.48563787	0.22789152	24.092262	0.48178262
NC_011601	2	0.2486627	23.568844	0.5170452	0.25236243	23.727839	0.5069112
NC_011601	3	0.26470652	23.201624	0.5269683	0.2680992	23.350197	0.52323127
NC_011601	4	0.2808454	23.228258	0.5304543	0.28458363	23.267258	0.5287013
NC_011601	5	0.31213853	22.774435	0.5324456	0.3096933	23.071236	0.5286609
NC_007973	1	0.34187657	22.878836	0.62064844	0.3286354	22.994465	0.6127456
NC_007973	2	0.38127342	22.714903	0.6486822	0.3775185	22.805983	0.64487636
NC_007973	3	0.39744186	22.669014	0.653398	0.3961603	22.814878	0.6539261
NC_007973	4	0.41297087	22.755033	0.6493534	0.41135815	22.581806	0.6596892
NC_007973	5	0.4368222	22.600813	0.6432946	0.43573928	22.602179	0.65510637
NC_004557	1	0.32067126	24.703688	0.2794438	0.3250253	25.144297	0.28071964
NC_004557	2	0.3392561	24.352032	0.28796858	0.34303427	24.923449	0.27924955
NC_004557	3	0.35069856	24.164604	0.29158813	0.35332227	24.59193	0.2934137
NC_004557	4	0.36316696	24.133654	0.29630175	0.3656965	24.67806	0.28579658
NC_004557	5	0.38580564	23.800097	0.3067769	0.3842321	24.530418	0.29129478
NC_004556	1	0.43495262	23.65926	0.48110124	0.43889856	23.648731	0.494884
NC_004556	2	0.47072625	23.154776	0.5144463	0.4802324	23.211699	0.5250646
NC_004556	3	0.48870665	22.973873	0.52817804	0.50018793	23.052673	0.5423539
NC_004556	4	0.5038751	22.979465	0.53738916	0.51828414	23.194506	0.5500567
NC_004556	5	0.52833205	22.588247	0.561837	0.54061157	22.884499	0.5586841
NC_013921	1	0.31566104	24.781166	0.34473404	0.31214595	25.224934	0.33923197
NC_013921	2	0.33825153	23.883669	0.34597114	0.34115732	24.024723	0.34313026
NC_013921	3	0.34949037	24.107111	0.34293818	0.35185874	24.422039	0.33967003
NC_013921	4	0.3599218	24.238474	0.34351876	0.36329213	24.21274	0.33748582
NC_013921	5	0.37946767	24.458784	0.3411117	0.3809233	24.348154	0.344851
NC_007963	1	0.27491978	23.271843	0.6099778	0.2729876	23.44911	0.6071504
NC_007963	2	0.30462158	22.80003	0.6504217	0.30765733	23.00235	0.65457165
NC_007963	3	0.3171496	22.624556	0.65638703	0.3218327	22.728352	0.6584681
NC_007963	4	0.3288018	22.632668	0.6528024	0.33349413	22.634293	0.6600963
NC_007963	5	0.3461491	22.381397	0.64554936	0.35025957	22.44109	0.65493554
NC_011294	1	0.29796848	24.12495	0.49252123	0.3050385	24.151962	0.4961613
NC_011294	2	0.32919103	23.538805	0.5356085	0.33780855	23.792372	0.5316402
NC_011294	3	0.3479554	23.273146	0.5392278	0.35602212	23.36225	0.5467517
NC_011294	4	0.36867535	23.159285	0.54771024	0.37447813	23.19169	0.5469141
NC_011294	5	0.40943953	22.878672	0.5483879	0.40998664	23.094446	0.545637
NC_004342	1	0.4618405	24.897736	0.3605682	0.4752741	25.052006	0.3556339
NC_004342	2	0.4958668	24.548449	0.36305833	0.5197412	24.720612	0.36163658
NC_004342	3	0.5128042	24.49609	0.36380866	0.5400918	24.509819	0.3649329
NC_004342	4	0.52900755	24.018381	0.37559152	0.5577004	24.262884	0.37008196
NC_004342	5	0.5589399	23.797441	0.38083953	0.5850718	24.001532	0.37895647
NC_013922	1	0.5068191	22.632135	0.5709574	0.5034125	22.624237	0.56070226
NC_013922	2	0.5418882	22.124157	0.62251335	0.5419418	22.374117	0.62040496
NC_013922	3	0.55720407	21.744535	0.6348428	0.5571015	21.550247	0.63997275
NC_013922	4	0.5686849	21.465641	0.6430779	0.5687428	21.341656	0.6454324
NC_013922	5	0.5852758	20.931051	0.6459051	0.5856013	21.078903	0.6462924
NC_010528	1	0.42109787	22.767662	0.66881925	0.4204545	22.72946	0.6680988
NC_010528	2	0.4591089	22.520422	0.68934137	0.4597404	22.74533	0.69005036
NC_010528	3	0.47577655	22.44819	0.68501323	0.47624412	22.515583	0.6921729
NC_010528	4	0.4918795	22.630611	0.68177986	0.4923045	22.523104	0.6881085
NC_010528	5	0.5201442	22.57125	0.66887164	0.5185042	22.406912	0.683798
NC_007964	1	0.23232688	22.674595	0.5810356	0.23035553	23.055828	0.5721802
NC_007964	2	0.24478321	22.797522	0.61626923	0.24244013	22.703154	0.61460906
NC_007964	3	0.2516018	22.591585	0.63399523	0.24935809	22.69628	0.6335235
NC_007964	4	0.25693655	22.593035	0.641694	0.25471765	22.463722	0.64770055
NC_007964	5	0.2654213	22.523424	0.6523179	0.26274103	22.364836	0.6546503
NC_010524	1	0.34685037	22.35732	0.6762848	0.34466937	22.42891	0.6866257
NC_010524	2	0.37826693	22.201033	0.70535797	0.37734437	22.301533	0.7073133
NC_010524	3	0.39102107	22.40204	0.6995252	0.39032638	22.293566	0.7052491
NC_010524	4	0.40314367	22.458506	0.693506	0.40248677	22.304945	0.70276207
NC_010524	5	0.42259073	22.449808	0.67976	0.422367	22.505308	0.6851589
NC_007969	1	0.21996167	24.087759	0.42713588	0.22375795	24.004707	0.43477538
NC_007969	2	0.23831078	23.363976	0.4368596	0.24132246	23.502142	0.43587524
NC_007969	3	0.24809946	23.11377	0.44599223	0.2521364	23.201609	0.44094476
NC_007969	4	0.25987217	22.723755	0.4456017	0.26293352	23.020134	0.44887134
NC_007969	5	0.28047177	22.3643	0.4492938	0.2820036	22.566635	0.44854328
NC_013928	1	0.24802767	24.803553	0.3607954	0.24713455	25.100502	0.36157057
NC_013928	2	0.26816723	24.340445	0.3648887	0.26861587	24.882801	0.36241648
NC_013928	3	0.27917677	23.884668	0.37476814	0.278788	24.74076	0.37437272
NC_013928	4	0.29023165	23.355543	0.38850513	0.28813273	23.756235	0.37706408
NC_013928	5	0.31378397	22.947636	0.39453167	0.30960348	23.329369	0.38472492
NC_013929	1	0.43525437	22.14047	0.70417416	0.42941874	22.27869	0.69863147
NC_013929	2	0.48168284	22.017326	0.72591174	0.47669622	22.024624	0.7264228
NC_013929	3	0.5020303	21.945251	0.7272623	0.49440783	21.99341	0.73006415
NC_013929	4	0.5185455	21.844244	0.724425	0.5099441	21.88637	0.7257587
NC_013929	5	0.54591024	21.69299	0.7092774	0.5379086	21.659822	0.71300286
NC_004347	1	0.24538241	23.974033	0.46489903	0.25801036	24.080618	0.45980823
NC_004347	2	0.26908106	23.4088	0.4668422	0.28497443	23.59056	0.4660011
NC_004347	3	0.2850489	23.208105	0.46987385	0.2994834	23.297007	0.47555378
NC_004347	4	0.30356833	23.017164	0.47340956	0.31633377	23.021704	0.47947967
NC_004347	5	0.33966875	22.842314	0.47276536	0.34750304	23.003023	0.4765458
NC_011297	1	0.5379027	25.80228	0.3237581	0.53767794	25.657925	0.31548694
NC_011297	2	0.5628108	24.916319	0.3343006	0.561576	24.971493	0.32571837
NC_011297	3	0.57528424	24.804522	0.3389879	0.57413584	24.775599	0.3340556
NC_011297	4	0.58695924	24.689402	0.3471576	0.58654106	24.584642	0.3463744
NC_011297	5	0.6111289	24.429945	0.357233	0.6095107	24.5188	0.35541233
NC_013510	1	0.55075413	22.250935	0.696178	0.54042363	22.386198	0.68689793
NC_013510	2	0.6022287	22.31145	0.70978487	0.5978084	22.173845	0.71775943
NC_013510	3	0.6183983	22.226028	0.721456	0.61518997	22.25534	0.72344565
NC_013510	4	0.6305135	22.004154	0.73472244	0.6278627	22.092163	0.73389405
NC_013510	5	0.6489983	21.815714	0.7473409	0.64824694	21.805592	0.7525969
NC_013511	1	0.5223599	25.086239	0.25872278	0.51590335	25.323051	0.2540872
NC_013511	2	0.5482037	24.690369	0.2618586	0.5457735	24.812494	0.25800666
NC_013511	3	0.56126106	24.258293	0.27644348	0.5580634	24.522087	0.25689435
NC_013511	4	0.5790876	23.862068	0.28173324	0.5761041	23.513365	0.28049037
NC_013511	5	0.61867183	23.025513	0.30168733	0.6072779	23.287094	0.30624723
NC_011295	1	0.6173083	23.924128	0.43498108	0.61435956	24.31572	0.43008724
NC_011295	2	0.6401244	23.623522	0.44499782	0.63952005	23.651917	0.44247258
NC_011295	3	0.6530198	23.618847	0.4534743	0.65093446	23.885641	0.44612134
NC_011295	4	0.6659435	23.525627	0.46130767	0.6645791	23.738216	0.4513358
NC_011295	5	0.6910936	23.560648	0.46501622	0.69347066	24.006304	0.46263912
NC_013512	1	0.27555895	24.96459	0.3816783	0.28771734	24.53281	0.38529384
NC_013512	2	0.28916824	24.195957	0.39241374	0.30121562	24.54432	0.3927177
NC_013512	3	0.296721	24.285967	0.3953308	0.30883408	24.252428	0.40118903
NC_013512	4	0.30568135	23.903822	0.399236	0.31683898	24.093517	0.40045172
NC_013512	5	0.3231615	23.46969	0.3944401	0.33168444	23.728582	0.405564
NC_004344	1	0.31826636	26.806822	0.20796996	0.31573966	26.903393	0.21144104
NC_004344	2	0.33464903	26.159782	0.21805742	0.3355594	25.775286	0.22898594
NC_004344	3	0.3443586	25.673672	0.2342379	0.34509218	25.410894	0.23232853
NC_004344	4	0.3546764	25.121143	0.24490094	0.35384247	25.129114	0.24644367
NC_004344	5	0.37063473	24.325958	0.26957825	0.3727702	24.090258	0.26943973
NC_011296	1	0.30736896	25.215313	0.31939268	0.30511206	25.307518	0.31476808
NC_011296	2	0.32262555	24.686256	0.33421466	0.3210269	24.607132	0.3268527
NC_011296	3	0.3312399	24.341446	0.34193724	0.32993743	24.527353	0.33774754
NC_011296	4	0.3400167	24.200235	0.35792848	0.33859733	24.435493	0.3523225
NC_011296	5	0.36039478	24.300661	0.37612706	0.35588598	24.207043	0.36684394
NC_013515	1	0.31132105	25.99536	0.2497716	0.306811	26.265995	0.24296233
NC_013515	2	0.3408857	24.849771	0.2540288	0.33654714	25.712902	0.24830925
NC_013515	3	0.35528022	24.522379	0.26132417	0.34860402	24.999706	0.25420642
NC_013515	4	0.37040776	24.08346	0.26337686	0.3611743	24.316761	0.26253214
NC_013515	5	0.4017179	22.909767	0.28327593	0.38951623	23.843908	0.27652147
NC_013517	1	0.29804832	24.722681	0.35145262	0.3157808	24.47687	0.35031343
NC_013517	2	0.31844348	24.187449	0.35352537	0.33467886	24.13119	0.35336217
NC_013517	3	0.331508	23.577671	0.3547686	0.34537214	24.26433	0.3466026
NC_013517	4	0.34535924	23.438992	0.3477632	0.3577307	24.500116	0.33980367
NC_013517	5	0.37515992	24.082836	0.32575804	0.38095263	24.467936	0.32784423
NC_003869	1	0.3129407	24.892736	0.37301257	0.30475613	25.391155	0.37117088
NC_003869	2	0.33877748	23.951063	0.38078955	0.33509326	24.780674	0.36922795
NC_003869	3	0.35234588	23.989946	0.38275418	0.35172927	24.337702	0.37080637
NC_003869	4	0.3636636	24.245369	0.38118556	0.36582792	24.364645	0.3680948
NC_003869	5	0.385462	24.188614	0.3819425	0.3829866	24.517069	0.36822066
NC_010520	1	0.29067096	25.34048	0.27252728	0.27805653	25.70258	0.2731426
NC_010520	2	0.3226941	24.507172	0.2820476	0.30880538	24.648874	0.27761796
NC_010520	3	0.33878386	24.26046	0.29188544	0.32599348	24.520926	0.2951084
NC_010520	4	0.35514024	23.915623	0.30638185	0.34173325	24.423893	0.30302566
NC_010520	5	0.38883072	23.46212	0.31438982	0.37006646	23.91747	0.30611432
NC_007954	1	0.26381806	23.717123	0.45594406	0.27281073	23.888273	0.4628076
NC_007954	2	0.2853561	23.444693	0.457974	0.29453135	23.508028	0.45899674
NC_007954	3	0.29903483	23.085018	0.4619883	0.30829832	23.254795	0.46633145
NC_007954	4	0.31454656	22.91922	0.46443346	0.32220644	22.916727	0.46939465
NC_007954	5	0.34761015	22.673119	0.46398997	0.34964406	22.995789	0.4669127
NC_004350	1	0.24902683	24.75909	0.36153355	0.244692	25.04926	0.35600522
NC_004350	2	0.26766568	24.444948	0.36009005	0.26698342	24.887703	0.36160913
NC_004350	3	0.2789046	23.92645	0.37740642	0.27724105	24.638676	0.37136942
NC_004350	4	0.28991652	23.374401	0.38715667	0.28623107	24.14379	0.3764229
NC_004350	5	0.3129818	22.91698	0.3970941	0.30678132	23.401497	0.38300806
NC_007951	1	0.35643232	23.040586	0.5892915	0.35068417	22.97167	0.5902217
NC_007951	2	0.40975705	22.62402	0.6318808	0.4092933	22.69816	0.6376696
NC_007951	3	0.43227544	22.517199	0.6462862	0.43412942	22.630434	0.64938706
NC_007951	4	0.44901666	22.61558	0.6470026	0.4494922	22.703056	0.6506281
NC_007951	5	0.47389787	22.472317	0.6369717	0.46989706	22.584064	0.6473635
NC_007958	1	0.52518934	22.570745	0.6239463	0.5251323	22.588188	0.63035184
NC_007958	2	0.5464225	22.514778	0.6534015	0.54670876	22.39299	0.6577801
NC_007958	3	0.5554544	22.449488	0.66184896	0.5559429	22.256609	0.6624633
NC_007958	4	0.56359935	22.465569	0.6618347	0.5639419	22.44349	0.6673828
NC_007958	5	0.57873166	22.87755	0.6627865	0.5774726	22.760529	0.6674962
NC_007955	1	0.27197972	23.936321	0.3806782	0.26981294	24.431608	0.35763747
NC_007955	2	0.2870905	23.815218	0.41081953	0.2866937	23.795376	0.40753916
NC_007955	3	0.29523024	23.62296	0.42971033	0.29673022	23.602644	0.42213622
NC_007955	4	0.303302	23.23613	0.44887242	0.30616975	23.270124	0.44785252
NC_007955	5	0.32139832	22.938766	0.46288997	0.32404342	23.082464	0.46529788
NC_013520	1	0.30642343	24.403215	0.38183418	0.32385933	24.855867	0.375576
NC_013520	2	0.33897412	23.9354	0.3893552	0.35553217	24.18377	0.3936037
NC_013520	3	0.36265582	23.481834	0.39591777	0.38118455	23.540182	0.40488794
NC_013520	4	0.3894885	23.276695	0.40561756	0.40287536	23.541578	0.41618344
NC_013520	5	0.43308836	22.39658	0.4089075	0.43773624	22.89013	0.4181727
NC_013523	1	0.46635798	23.292233	0.66619515	0.46564758	23.2221	0.67277443
NC_013523	2	0.48407552	22.735868	0.6794573	0.4800997	22.608873	0.68589175
NC_013523	3	0.49308422	22.427671	0.6862922	0.48840117	22.309984	0.68682003
NC_013523	4	0.5001763	22.180119	0.6920401	0.49576032	22.456251	0.6871451
NC_013523	5	0.51258653	22.127535	0.6934538	0.50712043	22.293253	0.69460434
NC_007146	1	0.27452636	24.772585	0.37608314	0.2792756	24.640715	0.3789482
NC_007146	2	0.3025741	24.118748	0.38314372	0.30708912	24.053469	0.38138175
NC_007146	3	0.32035336	23.561607	0.38587838	0.32401764	23.780212	0.38548365
NC_007146	4	0.34206527	23.143347	0.39560112	0.3442142	23.244877	0.39586368
NC_007146	5	0.38704672	22.811466	0.40553442	0.37858588	23.087723	0.3984638
NC_013521	1	0.4686427	21.476053	0.7149342	0.4554517	21.571875	0.7102952
NC_013521	2	0.50865895	21.487213	0.7305709	0.5010256	21.516352	0.73156184
NC_013521	3	0.5230183	21.452374	0.7268453	0.51679605	21.612814	0.7280174
NC_013521	4	0.5342447	21.537626	0.7201294	0.52884483	21.663359	0.7248141
NC_013521	5	0.5510268	21.582312	0.7160292	0.5453777	21.566154	0.7208763
NC_013522	1	0.42926297	23.401894	0.59353137	0.4388308	23.730465	0.615044
NC_013522	2	0.45647463	23.028109	0.63943255	0.4623886	22.980536	0.64562905
NC_013522	3	0.46910438	22.88519	0.6520749	0.47288966	22.950623	0.65431976
NC_013522	4	0.47973484	22.71071	0.6626925	0.4837955	22.610647	0.66941
NC_013522	5	0.498031	22.549006	0.6661929	0.49880883	22.496666	0.6662101
NC_017056	1	0.4414719	25.057417	0.29757473	0.4517003	25.816845	0.27916285
NC_017056	2	0.46809235	24.517529	0.30487117	0.48053953	24.932093	0.29275662
NC_017056	3	0.48109847	24.186098	0.3152116	0.495769	24.55723	0.30098423
NC_017056	4	0.4941293	24.204283	0.3095052	0.5079615	24.668203	0.30621615
NC_017056	5	0.5196724	23.780006	0.31250235	0.5312415	23.886103	0.3180908
NC_017058	1	0.42935103	24.81093	0.3232624	0.44461524	25.31908	0.30281854
NC_017058	2	0.46776378	24.562712	0.32875958	0.47721538	24.826794	0.3248732
NC_017058	3	0.482704	24.087166	0.3359702	0.49327183	24.387169	0.31961948
NC_017058	4	0.49992087	24.1031	0.32723588	0.5087907	23.948298	0.33030304
NC_017058	5	0.52960473	23.002651	0.33863235	0.5384234	23.654968	0.33400187
NC_013525	1	0.35696298	23.449339	0.46094066	0.36205062	23.737005	0.45024925
NC_013525	2	0.37073413	23.595612	0.46558523	0.3782952	23.459824	0.4619483
NC_013525	3	0.37921607	23.406384	0.47608545	0.38819596	23.316414	0.4744024
NC_013525	4	0.38986066	23.18652	0.4861791	0.3981582	23.332739	0.48824066
NC_013525	5	0.42442864	23.133741	0.5410479	0.4307497	23.164925	0.5415979
NC_017057	1	0.44065097	25.199003	0.29844582	0.45186052	25.843275	0.27867824
NC_017057	2	0.46750057	24.48227	0.3025903	0.480949	24.937721	0.29372072
NC_017057	3	0.48093235	24.104843	0.3178198	0.4958205	24.558487	0.30100217
NC_017057	4	0.4943597	24.3092	0.30842796	0.5077065	24.658642	0.30655146
NC_017057	5	0.5195329	23.787079	0.31189284	0.53093266	23.870142	0.31652194
NC_017052	1	0.35456434	23.932968	0.43816218	0.35720393	23.744568	0.4547847
NC_017052	2	0.38417137	23.322527	0.47790045	0.38658452	23.456661	0.47998726
NC_017052	3	0.3982004	23.015533	0.49017268	0.3995945	23.165623	0.49255237
NC_017052	4	0.41118795	23.366621	0.501062	0.4111943	22.972822	0.5046456
NC_017052	5	0.4300619	23.445906	0.50715125	0.4301986	23.38937	0.5087603
NC_017051	1	0.44119918	25.083088	0.2978741	0.45092508	25.803963	0.2790756
NC_017051	2	0.46757463	24.524305	0.30571917	0.48030108	24.905733	0.2923555
NC_017051	3	0.48097652	24.129982	0.31550136	0.49565366	24.602568	0.30089045
NC_017051	4	0.4940275	24.254095	0.31066483	0.5079819	24.52611	0.30662432
NC_017051	5	0.51938343	23.781876	0.31208763	0.53124285	23.919262	0.31839198
NC_010531	1	0.47680065	23.417328	0.45921573	0.49548888	23.413763	0.45540488
NC_010531	2	0.5098034	22.989021	0.46031287	0.53089684	23.447624	0.45901453
NC_010531	3	0.52714497	23.04572	0.4626656	0.54778904	23.399025	0.46387827
NC_010531	4	0.5443251	23.07943	0.46111998	0.56410515	23.247852	0.46971306
NC_010531	5	0.5727503	23.387466	0.45973924	0.5871514	23.313519	0.46556586
NC_009675	1	0.5481162	21.740341	0.729648	0.544238	21.801777	0.73293144
NC_009675	2	0.56477404	21.789776	0.7416849	0.5620274	21.898718	0.74806863
NC_009675	3	0.57144576	21.917294	0.7431087	0.5686283	21.929136	0.74563116
NC_009675	4	0.5774961	21.942848	0.7406742	0.5750585	21.984816	0.7368135
NC_009675	5	0.58774906	22.004932	0.7256745	0.58569306	22.228539	0.72395205
NC_009674	1	0.2816599	25.206257	0.3552883	0.27842548	25.628437	0.35352427
NC_009674	2	0.3145887	24.58961	0.3624548	0.31166512	24.872257	0.35802585
NC_009674	3	0.3374077	24.138918	0.36609745	0.33229	24.70116	0.36013374
NC_009674	4	0.36306986	23.603079	0.36860922	0.3545848	24.206137	0.36559853
NC_009674	5	0.4096928	23.136232	0.3770838	0.401459	23.705753	0.36350843
NC_010501	1	0.28455198	23.175842	0.5832182	0.29347426	23.307346	0.5839868
NC_010501	2	0.31667757	23.05595	0.6206525	0.32668367	23.018576	0.62655663
NC_010501	3	0.33165908	22.809412	0.6318271	0.34132677	23.008236	0.6337884
NC_010501	4	0.34577394	22.640244	0.632462	0.35498255	22.688309	0.6378287
NC_010501	5	0.3717366	22.406443	0.62579435	0.37783578	22.4261	0.6381086
NC_007947	1	0.42701083	23.282375	0.5357994	0.44588733	23.332573	0.5477708
NC_007947	2	0.45734265	22.99274	0.56692773	0.4796005	23.196548	0.57539856
NC_007947	3	0.47228643	23.125193	0.56932974	0.49430954	23.276358	0.5772585
NC_007947	4	0.4861598	22.89344	0.57105947	0.50852495	22.95588	0.58185023
NC_007947	5	0.5117423	22.975885	0.56822133	0.5318621	23.010345	0.5735188
NC_007946	1	0.24803911	24.216503	0.4744225	0.25086087	24.196447	0.46801874
NC_007946	2	0.28057817	23.562021	0.5152752	0.28237888	23.771566	0.50637496
NC_007946	3	0.29930052	23.35029	0.52427423	0.3001257	23.56868	0.5219919
NC_007946	4	0.31832182	23.216818	0.5304666	0.31953692	23.185972	0.5277554
NC_007946	5	0.3537838	22.843401	0.53120613	0.3497208	23.143595	0.5289561
NC_010503	1	0.53503466	25.525003	0.23565234	0.5320382	25.87605	0.22927704
NC_010503	2	0.55412453	24.488424	0.24785404	0.55015457	25.010193	0.24353935
NC_010503	3	0.5642168	24.34815	0.25358403	0.56110036	24.870792	0.24641153
NC_010503	4	0.57712036	23.84315	0.27481797	0.57250893	24.139647	0.25924224
NC_010503	5	0.60834885	23.318233	0.30054995	0.5954911	23.48564	0.28241622
NC_010505	1	0.27257997	22.290117	0.6960016	0.2735003	22.313992	0.6969087
NC_010505	2	0.29779634	22.20194	0.7190108	0.2976862	22.206093	0.72256935
NC_010505	3	0.30674964	22.098883	0.72265464	0.3060288	22.038736	0.7243753
NC_010505	4	0.31426868	21.950449	0.72665644	0.31339958	21.87372	0.72822165
NC_010505	5	0.32714996	21.959715	0.726273	0.32539448	21.833899	0.7282915
NC_007940	1	0.30553257	24.897337	0.32110292	0.30810896	24.845251	0.31243402
NC_007940	2	0.32258353	24.60532	0.3180217	0.3267494	24.783495	0.31369388
NC_007940	3	0.3328213	24.063038	0.3212611	0.3375613	24.284935	0.31271312
NC_007940	4	0.34242252	23.754417	0.3188761	0.34752667	23.969769	0.32260045
NC_007940	5	0.3592069	23.467163	0.32529896	0.36605325	23.737637	0.3234342
NC_010506	1	0.17188133	24.140568	0.44675076	0.1801079	24.154709	0.45000324
NC_010506	2	0.18748946	23.329294	0.44758186	0.19662489	23.632975	0.44814512
NC_010506	3	0.19771239	23.183859	0.44442588	0.20688763	23.241058	0.44795313
NC_010506	4	0.21005121	23.167297	0.4438228	0.21819142	22.97661	0.4470056
NC_010506	5	0.23775303	22.732166	0.44809014	0.2404992	22.532509	0.4602828
NC_010508	1	0.33257747	22.65868	0.6402014	0.33192638	22.673553	0.63879067
NC_010508	2	0.37227085	22.69129	0.68065196	0.37401664	22.679394	0.68500805
NC_010508	3	0.38599268	22.743397	0.68342555	0.38749686	22.773535	0.6830873
NC_010508	4	0.39816412	22.53466	0.6841213	0.39801866	22.61565	0.6863468
NC_010508	5	0.4183203	22.299551	0.6746649	0.41561514	22.253561	0.68610096
NC_014666	1	0.70405674	21.797628	0.7061417	0.700852	21.858597	0.70780355
NC_014666	2	0.7679859	21.63677	0.72570246	0.76464015	21.616796	0.73161274
NC_014666	3	0.79171175	21.557909	0.7347385	0.78921676	21.591648	0.73595536
NC_014666	4	0.8079272	21.694372	0.73279417	0.806361	21.609917	0.73733115
NC_014666	5	0.8246098	21.642832	0.7318965	0.8240605	21.735292	0.73507726
NC_004368	1	0.2254392	24.700937	0.35306388	0.22776441	25.121716	0.34894583
NC_004368	2	0.24598281	24.253534	0.35614532	0.24829102	24.36932	0.35113397
NC_004368	3	0.25745392	23.876612	0.35848653	0.25874585	23.953709	0.3613559
NC_004368	4	0.27055183	23.417677	0.36856893	0.27028793	23.890972	0.35725048
NC_004368	5	0.29729122	22.839302	0.3808166	0.2916742	23.451586	0.36638945
NC_011274	1	0.33463246	24.10214	0.49829763	0.34134537	24.228132	0.5040947
NC_011274	2	0.36764595	23.54438	0.5361168	0.37431806	23.677805	0.5339997
NC_011274	3	0.38699684	23.217068	0.5423656	0.39298487	23.487108	0.5442266
NC_011274	4	0.4078948	23.239447	0.5483151	0.41225833	23.259886	0.54566604
NC_011274	5	0.45065317	22.830412	0.545978	0.44811517	23.114239	0.5457551
NC_003888	1	0.42115217	22.066662	0.7126723	0.41689837	22.308155	0.70703477
NC_003888	2	0.4681785	22.008514	0.734787	0.4613441	22.093416	0.7328866
NC_003888	3	0.48783752	21.941387	0.7345019	0.4781793	21.963852	0.73596716
NC_003888	4	0.50504327	21.742512	0.7296287	0.49356982	21.70459	0.7331422
NC_003888	5	0.53262	21.467516	0.7159724	0.5214942	21.407726	0.719877
NC_004369	1	0.32393366	22.9869	0.59327954	0.3196921	23.012432	0.596596
NC_004369	2	0.3684375	22.648159	0.6436677	0.36513022	22.778538	0.6439072
