acc	quantile	meanTaiLe	ATle1	GCle1	ATle2	GCle2	ATle4	GCle4	meanTaiLa	ATla1	GCla1	ATla2	GCla2	ATla4	GCla4
NC_006360	3	0.5057344	0.19428246	0.100270756	-0.07791212	-0.19199568	-0.052465003	-0.22205323	0.5069582	0.19377406	0.12982605	-0.078264214	-0.23220186	-0.021883657	-0.14258555
NC_006360	4	0.518906	0.2385789	0.09235616	-0.04310521	-0.17146371	-0.027508631	-0.24001439	0.51866436	0.21973807	0.119611055	-0.047922507	-0.20670038	-0.03685504	-0.22629696
NC_006360	5	0.5421401	0.2691966	0.07173813	0.013684149	-0.21916643	-0.030970743	-0.32503334	0.5420194	0.23827536	0.09495637	-0.014515704	-0.2585034	-0.0072421217	-0.19972067
NC_006369	1	0.39016843	0.052186258	0.18772183	-0.2750765	-0.06492034	-0.17813624	0.0049261083	0.39553887	0.059583344	0.10824817	-0.21658586	-0.27171284	-0.110089235	-0.20426579
NC_006369	2	0.40493307	0.094688185	0.17143144	-0.20199674	0.002108148	-0.16396904	-0.039556198	0.41351745	0.13963984	0.10624034	-0.13169147	-0.27537066	-0.09950133	-0.2351481
NC_006369	3	0.4141402	0.14639427	0.17600451	-0.15073285	0.028704634	-0.14891793	-0.035281967	0.42354968	0.16238362	0.10618006	-0.09482597	-0.26211974	-0.068229884	-0.23587626
NC_006369	4	0.42297608	0.17067844	0.17996104	-0.105087526	0.031595077	-0.13967772	-0.060329486	0.43300313	0.1961689	0.113066785	-0.037991177	-0.24455176	-0.071878605	-0.2683526
NC_006369	5	0.442524	0.21616027	0.18646888	-0.017971473	0.019578502	-0.10855432	-0.079452515	0.45265168	0.24628486	0.11210735	0.059560426	-0.23548968	-0.061366513	-0.24784176
NC_006368	1	0.38942707	0.039027486	0.1624136	-0.25915208	-0.024139296	-0.18291901	-0.014084507	0.39735597	0.06390446	0.11356357	-0.2117451	-0.27201843	-0.107241064	-0.21054679
NC_006368	2	0.40479466	0.10900788	0.17195602	-0.20570359	-0.0026897788	-0.16690874	-0.0438791	0.41449374	0.13522819	0.10939857	-0.1294899	-0.26773486	-0.08726004	-0.22303388
NC_006368	3	0.41408336	0.14523189	0.18550219	-0.16005525	0.008892198	-0.15974592	-0.029710034	0.42378488	0.17309934	0.10816155	-0.082980484	-0.25401405	-0.07853667	-0.24528573
NC_006368	4	0.42235908	0.17024656	0.17485419	-0.10824715	0.041034095	-0.14126088	-0.054151624	0.43345276	0.19248265	0.111556426	-0.03920513	-0.24977037	-0.06398796	-0.27127057
NC_006368	5	0.44301125	0.21335995	0.17705184	-0.029242633	0.004650157	-0.109776415	-0.07725852	0.4532992	0.24542034	0.11521626	0.06212447	-0.21666898	-0.05893407	-0.25002083
NC_014618	1	0.31748092	0.07467664	0.17255335	-0.25214973	-0.3101379	-0.16625701	0.18066402	0.32645196	0.081449926	0.121728055	-0.19109182	-0.4065693	-0.10144175	0.033653848
NC_014618	2	0.35405293	0.054641336	0.17034909	-0.3004762	-0.39856943	-0.28383365	0.18470466	0.365648	0.06352413	0.1345946	-0.20340237	-0.44834065	-0.2246139	0.029050736
NC_014618	3	0.3716275	0.061321482	0.17222437	-0.2629479	-0.3966371	-0.319097	0.16706872	0.38289893	0.069627814	0.14572388	-0.17040408	-0.4650506	-0.2677966	0.0230023
NC_014618	4	0.3883768	0.09442908	0.18403256	-0.19283213	-0.415223	-0.385616	0.12761451	0.39805037	0.08910003	0.15702502	-0.09894801	-0.47513422	-0.30332115	0.008077446
NC_014618	5	0.42335418	0.15960401	0.2081817	0.075343244	-0.42913452	-0.54048264	0.0715468	0.42499527	0.14727898	0.18830468	0.0793854	-0.48253813	-0.44245565	-0.026590237
NC_014616	1	0.37305167	0.079761945	0.1830387	-0.21625252	-0.36630794	-0.047479555	0.04164614	0.34943014	0.11280182	0.12223534	-0.07017976	-0.4137214	0.1078896	-0.066402175
NC_014616	2	0.41610855	0.09354037	0.17914233	-0.2265861	-0.34575474	-0.11408274	-0.015841635	0.39905974	0.077588215	0.13214305	-0.14869784	-0.44928858	0.16641034	-0.020717975
NC_014616	3	0.4338579	0.097193524	0.17586182	-0.2504352	-0.34853756	-0.12203711	-0.04602418	0.42002967	0.08011853	0.14577574	-0.23311082	-0.40937048	0.10073421	-0.027688213
NC_014616	4	0.44883165	0.12713031	0.17110303	-0.23951928	-0.31135285	-0.25299525	-0.1266363	0.4378073	0.11841506	0.1402466	-0.12895226	-0.38949186	0.024202034	-0.08229033
NC_014616	5	0.4679057	0.1673503	0.18454523	-0.23485807	-0.2695723	-0.44957852	-0.24044134	0.4574495	0.13785982	0.16934156	-0.15602838	-0.34136754	-0.1641313	-0.19371873
NC_014614	1	0.28931034	0.1272046	0.24070211	-0.116127126	-0.050774526	0.014249138	0.13658537	0.28706977	0.059938997	0.1536626	-0.1528789	-0.26709154	-0.13719596	-0.31582162
NC_014614	2	0.31043965	0.19620198	0.2580267	-0.055157118	-0.024430042	0.02291822	0.08231368	0.30802357	0.17255351	0.18510148	-0.058522493	-0.20508327	-0.13340043	-0.34498715
NC_014614	3	0.3227715	0.2188435	0.2681416	-0.02567079	-0.047643226	0.04224388	0.07793867	0.31976652	0.18932225	0.19291697	-0.06257944	-0.26804745	-0.088553354	-0.40486836
NC_014614	4	0.33578736	0.23565117	0.27636877	0.022955254	-0.05848369	0.059724897	0.06574887	0.3320904	0.21477464	0.21957119	-0.018877773	-0.2991926	-0.060686015	-0.42054883
NC_014614	5	0.36319843	0.22984825	0.2763876	0.12569024	-0.17982905	0.06607265	0.037261546	0.35937616	0.22248098	0.25915608	0.08375295	-0.32389095	-0.058069382	-0.3616269
NC_010400	1	0.21120732	0.15913618	0.1446079	-0.18750335	-0.15045519	-0.09769024	-0.03679492	0.21252006	0.15103763	0.11164972	-0.15136242	-0.15734458	-0.10892857	-0.16148229
NC_010400	2	0.23905443	0.1582916	0.14465213	-0.15077217	-0.056608107	-0.14878981	0.038322486	0.24530755	0.15213776	0.102125674	-0.10805751	-0.26538357	-0.17301176	-0.19635004
NC_010400	3	0.25371304	0.13972452	0.14747222	-0.14967082	-0.06795764	-0.16826525	0.03253918	0.26085293	0.14260319	0.09557389	-0.0907618	-0.2598353	-0.18654864	-0.19381465
NC_010400	4	0.26914176	0.1663197	0.14928886	-0.10212388	-0.0852616	-0.18671834	0.029213483	0.2741557	0.13419028	0.11681442	-0.07450055	-0.31073552	-0.20933309	-0.20600273
NC_010400	5	0.293635	0.14847413	0.18002734	-0.014968177	-0.25302866	-0.281247	0.015429593	0.29661387	0.16731851	0.14118272	0.023080748	-0.39132687	-0.26203787	-0.20892677
NC_009328	1	0.3229764	0.060956478	0.20710321	-0.1555588	-0.13128138	-0.044953216	0.18427432	0.3167664	0.054298352	0.12020225	-0.12521067	-0.28042164	0.017171402	-0.0022948938
NC_009328	2	0.35997176	0.061243594	0.19518057	-0.16267972	-0.14190443	-0.07335221	0.18832763	0.357912	0.063295566	0.12979911	-0.11580005	-0.30562463	-0.022181628	-0.05991131
NC_009328	3	0.38219252	0.09756946	0.1936893	-0.12297233	-0.1553726	-0.10323016	0.17165965	0.3804987	0.06448531	0.12679361	-0.072289154	-0.31371886	-0.02765222	-0.03983038
NC_009328	4	0.40321904	0.14293809	0.19601175	-0.052326743	-0.18574253	-0.09377263	0.13524166	0.40226063	0.12210595	0.14191973	-0.040014323	-0.35281932	-0.0050332844	-0.061325498
NC_009328	5	0.44328946	0.20027164	0.20793389	0.074886724	-0.25502595	-0.12226883	0.10365529	0.44017217	0.19541746	0.1601272	0.118313156	-0.39712918	0.007827789	-0.059960313
NC_012590	1	0.36079812	0.0891582	0.14928873	-0.17015608	-0.26485652	-0.12554884	-0.10025783	0.3524501	0.09489771	0.0786759	-0.06796572	-0.35984933	-0.020157577	-0.2727681
NC_012590	2	0.39662185	0.04996409	0.14573537	-0.3247834	-0.21248294	-0.22643599	-0.103554785	0.39345485	0.04531569	0.08530142	-0.19396326	-0.3131916	-0.14108233	-0.28805476
NC_012590	3	0.41290396	0.068107836	0.15293634	-0.3178178	-0.18599772	-0.2912413	-0.14617895	0.4125721	0.03276374	0.10067864	-0.27405673	-0.30869415	-0.20609613	-0.30404988
NC_012590	4	0.42790806	0.095537916	0.14604217	-0.3526903	-0.15866965	-0.37574026	-0.18343572	0.42567408	0.057622794	0.103761494	-0.29670638	-0.25794142	-0.2944291	-0.31749412
NC_012590	5	0.44723168	0.14566886	0.17616928	-0.36149815	-0.12672076	-0.49868613	-0.28668427	0.44574252	0.09902299	0.13688253	-0.27218145	-0.22631983	-0.36843434	-0.37704918
NC_007493	1	0.41566977	0.038169663	0.143984	-0.2669935	-0.25638932	-0.18559557	0.038760047	0.42032844	0.03591468	0.12656423	-0.24524076	-0.29092008	-0.13272543	-0.028313732
NC_007493	2	0.44552112	0.023010047	0.15672265	-0.41412476	-0.28228626	-0.32157394	0.023602363	0.45094723	0.021826446	0.13281533	-0.42025405	-0.30564538	-0.21585678	-0.050419215
NC_007493	3	0.4567856	0.018542392	0.15983984	-0.4167419	-0.30111843	-0.3535264	-0.008597559	0.4616383	0.015983393	0.13786049	-0.39257517	-0.32745162	-0.24047005	-0.07916856
NC_007493	4	0.46679804	0.015509616	0.16848767	-0.3988222	-0.33275953	-0.3601141	-0.037951723	0.47186783	0.026984315	0.15289459	-0.3633889	-0.3397416	-0.2689702	-0.09743111
NC_007493	5	0.4851462	0.003538903	0.18537626	-0.33023718	-0.40283945	-0.39164647	-0.07804313	0.49039719	-0.005659805	0.16186352	-0.32963476	-0.43020636	-0.29530495	-0.13076812
NC_006396	1	0.50147617	0.02567193	0.17852958	-0.15053764	-0.4605308	-0.06753968	-0.046072062	0.50527394	0.02093592	0.17994688	-0.12578692	-0.44695237	-0.00074918836	-0.052440345
NC_006396	2	0.5266189	0.0458803	0.18737555	-0.07984443	-0.45958123	-0.08334644	-0.066278756	0.5306968	0.05777033	0.19719528	-0.035772737	-0.4479003	0.026504418	-0.059280902
NC_006396	3	0.5390467	0.11951337	0.20790055	0.025948564	-0.4289807	-0.09032482	-0.10556984	0.5421863	0.12399183	0.21187629	0.044618808	-0.42479745	0.01864361	-0.09905442
NC_006396	4	0.5488763	0.1592177	0.2129944	0.086714976	-0.41964313	-0.07784316	-0.124264725	0.55178106	0.14229423	0.21658592	0.110332325	-0.4192805	0.042699315	-0.10421744
NC_006396	5	0.5634412	0.18270978	0.2325459	0.13840535	-0.39940125	-0.09059514	-0.13451219	0.56674814	0.17987336	0.23417912	0.14137618	-0.41064772	0.06800695	-0.11884139
NC_007492	1	0.22400618	0.05096145	0.17175563	-0.2985645	-0.27393192	-0.195672	0.118956104	0.22758877	0.08268407	0.1270449	-0.13683411	-0.39207563	-0.058440067	0.0031707943
NC_007492	2	0.250052	0.048869472	0.16346706	-0.25698972	-0.3560403	-0.31131014	0.089074366	0.254173	0.07464191	0.13915063	-0.11381006	-0.44674876	-0.1920613	-0.007980866
NC_007492	3	0.26265773	0.07172815	0.1703404	-0.16941547	-0.39471322	-0.37506345	0.047736052	0.26630646	0.08076794	0.15431231	-0.059413083	-0.49248964	-0.27310398	-0.034626205
NC_007492	4	0.27446365	0.0977924	0.18309776	-0.041988004	-0.4259648	-0.47596946	0.006786762	0.27733994	0.09857168	0.16142188	0.052017655	-0.49976206	-0.33930254	-0.06656792
NC_007492	5	0.2940188	0.1341913	0.21936841	0.14744693	-0.46256238	-0.5581001	-0.087857135	0.29612404	0.12721902	0.18526301	0.24281165	-0.51892203	-0.43566978	-0.13084541
NC_007498	1	0.27488306	0.053513244	0.19245581	-0.22969803	-0.18529435	-0.25418806	-0.025282862	0.28463116	0.11183385	0.12853011	-0.08141486	-0.36439183	-0.05751106	-0.15840845
NC_007498	2	0.30840018	0.060307026	0.20035544	-0.2726377	-0.16783777	-0.3494276	-0.029278917	0.32308123	0.108137764	0.13629417	-0.07052461	-0.4251178	-0.11265951	-0.19801697
NC_007498	3	0.32323462	0.07061507	0.20039694	-0.29295617	-0.20496711	-0.41767225	-0.047205485	0.34041226	0.10442363	0.14168525	-0.036058974	-0.44747576	-0.1099132	-0.19666506
NC_007498	4	0.33617046	0.07653403	0.21043946	-0.28244558	-0.2134774	-0.44411847	-0.06274628	0.35594523	0.09229298	0.16153535	-0.022198731	-0.4697385	-0.14144984	-0.21586545
NC_007498	5	0.35629642	0.07806268	0.22571811	-0.21914396	-0.2732665	-0.4667375	-0.07936118	0.3767776	0.11107253	0.19398855	0.05325714	-0.4791024	-0.22236603	-0.2418374
NC_000853	1	0.6325926	0.04155409	0.23954685	0.13131313	-0.1939997	-0.19947769	0.03594004	0.6273782	0.04949408	0.22027047	0.12736683	-0.26058546	-0.1319467	-0.015088563
NC_000853	2	0.66165864	0.096931756	0.2591365	0.2324511	-0.17640996	-0.17668337	0.046437923	0.6627244	0.064088546	0.23787364	0.2459868	-0.2686172	-0.1198168	-0.019241607
NC_000853	3	0.6751805	0.11954931	0.26261142	0.3008188	-0.13164721	-0.17088388	0.04569386	0.6771619	0.11891323	0.2550252	0.34300405	-0.22660285	-0.08432125	-0.010518463
NC_000853	4	0.6893163	0.13581645	0.2692776	0.33570373	-0.14696348	-0.12667683	0.049010493	0.6904106	0.13533218	0.26399875	0.36845356	-0.21393812	-0.047560975	0.003671072
NC_000853	5	0.715069	0.14538482	0.27936798	0.3787101	-0.126833	-0.08408072	0.072215945	0.7153339	0.15014564	0.27142692	0.43834588	-0.19727708	0.005056748	0.0012451232
NC_010407	1	0.7051769	0.018291565	0.14048782	-0.26009777	-0.4172571	0.000443066	-0.12502398	0.69141203	0.020668706	0.120614424	-0.1882321	-0.4580236	0.026671167	-0.10632754
NC_010407	2	0.7771915	-0.008481074	0.13242607	-0.38490805	-0.39391896	0.058278468	-0.21862088	0.7709311	-0.025374675	0.11995674	-0.32012677	-0.43534994	0.13144758	-0.20364647
NC_010407	3	0.79757273	0.024941906	0.12660532	-0.40086207	-0.35873446	-0.024331631	-0.22917372	0.7940168	-0.018407896	0.12397404	-0.389011	-0.41186756	0.14273205	-0.22010991
NC_010407	4	0.8097088	0.017742904	0.13339454	-0.32170543	-0.3287615	0.028800583	-0.20914385	0.8075464	0.016301889	0.13158901	-0.36734694	-0.3790344	0.13377193	-0.19892463
NC_010407	5	0.8247639	-0.0049297404	0.12753376	-0.33106577	-0.3253769	0.0944287	-0.11705855	0.8234982	-0.01527346	0.12256271	-0.3233831	-0.35155562	0.17376134	-0.11564542
NC_000854	1	0.63583237	0.029030235	0.25794616	0.12115942	-0.13179253	-0.07304266	-0.14221892	0.63520235	0.027329104	0.24083382	0.10290725	-0.16498266	-0.03996274	-0.12971848
NC_000854	2	0.6748854	0.045815267	0.2668531	0.2180845	-0.08843981	-0.09862757	-0.118748814	0.67308795	0.051763788	0.2768908	0.20098269	-0.088503756	-0.08167295	-0.12080304
NC_000854	3	0.6985008	0.05318048	0.2841172	0.3063165	-0.03502911	-0.13216867	-0.1265449	0.6944615	0.04090674	0.28247488	0.29214203	-0.042924937	-0.13413413	-0.106663354
NC_000854	4	0.72052467	0.02340924	0.2966717	0.38113517	-0.021586372	-0.13627473	-0.10989478	0.71805257	0.04631563	0.293408	0.4004914	-0.008971093	-0.16259478	-0.10286595
NC_000854	5	0.7573003	0.0063344203	0.30019638	0.48770675	-0.027581066	-0.19194376	-0.081877574	0.75169635	0.028690204	0.29993466	0.5388193	-0.0044567925	-0.11337061	-0.09115282
NC_005773	1	0.22254677	0.08600102	0.15960608	-0.25852102	-0.25532213	-0.2071971	0.037494797	0.23002476	0.11547772	0.13025776	-0.1408642	-0.3316372	-0.077224724	-0.004599986
NC_005773	2	0.24866912	0.07047693	0.1601139	-0.28926784	-0.29050907	-0.28496748	0.039950926	0.2550249	0.10338377	0.13780104	-0.14566135	-0.38673532	-0.1372983	-0.01577287
NC_005773	3	0.2621043	0.08034612	0.17445388	-0.27910605	-0.32049453	-0.34796485	0.02953074	0.26793614	0.10025671	0.15097041	-0.13741691	-0.41311547	-0.17002882	-0.026219105
NC_005773	4	0.27363065	0.07737376	0.18931615	-0.20706964	-0.35556513	-0.3794451	0.013120958	0.279841	0.09183627	0.1637379	-0.06478566	-0.4471472	-0.19144155	-0.043172717
NC_005773	5	0.29479122	0.10248471	0.21822241	-0.050729733	-0.39733028	-0.4608909	-0.055946603	0.29999855	0.09704165	0.19339547	0.030616343	-0.47727042	-0.26269594	-0.094568215
NC_010410	1	0.21323493	0.111349545	0.15126796	-0.18330526	-0.12893793	-0.1370709	0.04680358	0.2181306	0.096449226	0.10611765	-0.15357462	-0.27701056	-0.17209503	-0.14876868
NC_010410	2	0.23437285	0.13467069	0.14934236	-0.16152816	-0.07307656	-0.1405802	0.027621288	0.2396643	0.12915215	0.09170659	-0.13150173	-0.28345197	-0.17393014	-0.18895932
NC_010410	3	0.2460102	0.14123182	0.15341094	-0.15005717	-0.08296446	-0.15970606	0.02942782	0.2521167	0.12064555	0.10861897	-0.10138969	-0.30576938	-0.1784399	-0.21729045
NC_010410	4	0.25965402	0.14514653	0.15303709	-0.107859924	-0.09800173	-0.18177007	0.022714682	0.26484483	0.16030702	0.108293645	-0.05101353	-0.29793966	-0.19735254	-0.2288215
NC_010410	5	0.28436425	0.175023	0.1742256	-0.036095757	-0.23551843	-0.23341306	0.030714286	0.287795	0.18505658	0.14384426	0.023860319	-0.3850689	-0.25908133	-0.22613241
NC_012587	1	0.32922283	0.0034647954	0.16916052	-0.20243241	-0.3393556	-0.13948548	-0.055145074	0.32703188	0.029197313	0.14157863	-0.13888344	-0.3721389	-0.073347546	-0.12551111
NC_012587	2	0.36157754	0.013926258	0.17091078	-0.29430813	-0.34577885	-0.23301482	-0.10060408	0.3617303	0.027690588	0.13275884	-0.18718094	-0.37367672	-0.14181304	-0.15760027
NC_012587	3	0.37451428	0.035325196	0.17271973	-0.25255767	-0.31337565	-0.25351858	-0.11731729	0.37598643	0.045080047	0.1485138	-0.20547703	-0.3531243	-0.15979508	-0.16392109
NC_012587	4	0.38637933	0.08415649	0.16285789	-0.21744134	-0.27083704	-0.32139456	-0.14203618	0.38714334	0.08673828	0.1469428	-0.15748423	-0.31034675	-0.202298	-0.18589038
NC_012587	5	0.40479884	0.13473499	0.16305904	-0.08430572	-0.19680163	-0.34502923	-0.15930113	0.4046285	0.13516006	0.15353663	-0.057729248	-0.24304026	-0.22832035	-0.1960454
NC_012588	1	0.42345065	0.044963114	0.1883782	-0.1391616	-0.19509973	0.012151617	-0.042013552	0.42646572	0.09548222	0.21234919	-0.11230155	-0.1401374	0.027118813	-0.019440655
NC_012588	2	0.4483071	0.11663152	0.23568575	-0.059451174	-0.077285044	0.041709844	-0.002008032	0.4503056	0.11877126	0.24467193	-0.040489804	-0.067220494	0.028807648	-0.03311066
NC_012588	3	0.46180436	0.14856511	0.26965302	-0.020976888	-0.0019265171	0.032999493	0.0054945056	0.46378952	0.15005985	0.27269888	-0.019010609	-0.007001984	0.030647783	0.0074607665
NC_012588	4	0.4745668	0.16343759	0.29749763	-0.0027450246	0.041064892	0.031696532	0.031613976	0.4771099	0.17103054	0.2966088	0.023848398	0.06756682	0.02122347	0.025332985
NC_012588	5	0.50154984	0.17178494	0.32874423	0.03384826	0.111241564	-0.004292997	0.05027342	0.5015023	0.1728652	0.32646298	0.051318526	0.113204084	0.0033618913	0.061971396
NC_012589	1	0.42646882	0.05198739	0.18329841	-0.14519069	-0.1809593	0.0028578348	-0.018398806	0.42517337	0.08544797	0.20559062	-0.11658446	-0.13989466	0.030756524	-0.029908104
NC_012589	2	0.4496627	0.120751515	0.24498823	-0.055088703	-0.07775868	0.037574276	0.0013109978	0.45033047	0.12398239	0.25295985	-0.03554258	-0.06747629	0.038514443	-0.01957982
NC_012589	3	0.46351853	0.15126874	0.28235078	-0.011299435	0.034777824	0.011292028	-0.008229879	0.4639073	0.15303503	0.2745238	-0.013618115	-0.010555946	0.034076434	0.024882138
NC_012589	4	0.47543874	0.16570602	0.30311945	0.0031392344	0.05771358	0.01885036	0.028562794	0.47790676	0.16659994	0.294273	0.018419335	0.069072	0.024851132	0.02183406
NC_012589	5	0.501007	0.17719966	0.32727844	0.04945786	0.11703393	0.009162797	0.07169303	0.505017	0.18928497	0.308826	0.06430596	0.120850906	-0.0056898203	0.09417578
NC_012581	1	0.25748974	0.058212746	0.2272825	-0.12690355	-0.05542238	0.042938486	0.37367624	0.2571943	0.04818422	0.15277621	-0.1123711	-0.30037606	0.012924141	0.07995565
NC_012581	2	0.28860405	0.14005336	0.2318252	-0.076072134	-0.027873179	0.08536888	0.41248167	0.28694838	0.11885352	0.14433224	-0.08117136	-0.32505918	0.025550662	0.05966014
NC_012581	3	0.30783784	0.17704199	0.23569746	-0.042210862	-0.036533244	0.08697231	0.4103796	0.30456132	0.14981644	0.17982398	-0.040455617	-0.28211513	0.051223166	0.09872943
NC_012581	4	0.3310803	0.20661707	0.23862903	-0.0029146245	-0.08663404	0.099294715	0.4441873	0.3244175	0.18382229	0.18124527	-0.0006822446	-0.33085555	0.04661803	0.09318923
NC_012581	5	0.3741549	0.2385949	0.23602492	0.08407318	-0.29389858	0.07278216	0.37558657	0.3646321	0.24183007	0.19981113	0.08455301	-0.40375662	0.046735857	0.100835495
NC_013642	1	0.62395823	0.053561848	0.23093317	0.09088792	-0.19110145	-0.14796913	0.030936284	0.6346837	0.041831	0.22969268	0.15818541	-0.25405204	-0.15577984	-0.0002119093
NC_013642	2	0.6583712	0.0846523	0.2646942	0.21829124	-0.16339456	-0.16697247	0.059648078	0.6644165	0.095329426	0.25431547	0.2563399	-0.22107203	-0.10946447	0.010280451
NC_013642	3	0.6733558	0.117513925	0.2561299	0.30053356	-0.166383	-0.15092324	0.023071947	0.6784523	0.119860046	0.25409424	0.3203185	-0.20044284	-0.100177445	-0.00846074
NC_013642	4	0.68810517	0.13208659	0.2689193	0.33729273	-0.16416705	-0.11489292	0.034609407	0.69233304	0.13335614	0.27047557	0.36247042	-0.19321588	-0.067307696	0.020507166
NC_013642	5	0.71136796	0.14444137	0.27825132	0.39509237	-0.15309407	-0.051030617	0.040946454	0.7175748	0.1537578	0.27107677	0.42263278	-0.15413779	-0.037675895	0.037636183
NC_013209	1	0.18582301	0.08527953	0.17293806	-0.28616026	-0.17678313	-0.17303683	0.097132824	0.18439105	0.09611125	0.10177646	-0.17695656	-0.3847921	-0.10349776	-0.13639197
NC_013209	2	0.2021239	0.06664635	0.1631034	-0.3219297	-0.2261998	-0.18999463	0.084990606	0.20186852	0.069703184	0.096016355	-0.23463173	-0.4221419	-0.14532532	-0.115984365
NC_013209	3	0.20952648	0.049211223	0.15893811	-0.31637323	-0.22823341	-0.207456	0.11206061	0.20948692	0.086800955	0.10063931	-0.23137482	-0.42208004	-0.1744585	-0.10464482
NC_013209	4	0.21685103	0.06476644	0.15659326	-0.28534976	-0.23423007	-0.22472486	0.12816909	0.21584766	0.07847725	0.110658675	-0.19555742	-0.41805735	-0.1601609	-0.09308379
NC_013209	5	0.22918199	0.09268607	0.16822729	-0.17352723	-0.27842638	-0.268556	0.10380941	0.22697683	0.09787741	0.1252872	-0.10637379	-0.42301235	-0.18807036	-0.057966836
NC_007404	1	0.4123601	0.12631653	0.17176437	-0.10572314	-0.24298255	-0.115126245	-0.09116817	0.41437054	0.12616141	0.12252113	0.0017083398	-0.3227332	-0.03369503	-0.16185537
NC_007404	2	0.44890472	0.11454768	0.15233955	-0.06432634	-0.3064182	-0.247558	-0.12518778	0.45355383	0.11046323	0.12404546	0.08350697	-0.3632616	-0.11399491	-0.17447689
NC_007404	3	0.46319446	0.083413176	0.14864443	-0.08941642	-0.35275367	-0.24270353	-0.122364886	0.46913534	0.08511748	0.11886478	0.032683253	-0.41210216	-0.10017498	-0.15212329
NC_007404	4	0.4755822	0.053762592	0.15608288	-0.11269983	-0.40450877	-0.22424781	-0.105486356	0.48228282	0.046323463	0.11781588	0.012406188	-0.46568722	-0.062679425	-0.14959109
NC_007404	5	0.50092906	-0.08694687	0.15387894	-0.18299292	-0.49722672	-0.21897675	-0.04325565	0.50670403	-0.08678097	0.1250758	-0.021872265	-0.559117	-0.043311402	-0.10291252
NC_007406	1	0.7262216	0.06169006	0.16087168	-0.29923192	-0.33513036	-0.20536706	-0.044939324	0.72452664	0.08994373	0.14855592	-0.20637105	-0.37280285	-0.11433757	-0.114297695
NC_007406	2	0.7535184	0.06356568	0.16252631	-0.3042992	-0.32048225	-0.23962586	-0.030010764	0.7497946	0.0813476	0.13732487	-0.2096701	-0.3598836	-0.11984741	-0.09785776
NC_007406	3	0.76620126	0.06295003	0.1571506	-0.29514888	-0.30711368	-0.22440356	-0.010362599	0.7629509	0.07746794	0.1390326	-0.18468933	-0.37824455	-0.09990465	-0.103214584
NC_007406	4	0.77686167	0.07333374	0.16191351	-0.26177245	-0.26420084	-0.25361314	-0.004791263	0.77478033	0.074706174	0.1315374	-0.16788937	-0.35710043	-0.049758878	-0.059898756
NC_007406	5	0.79460543	0.05185323	0.15730195	-0.26040325	-0.25958198	-0.22260357	0.054278694	0.7922521	0.095576175	0.14571387	-0.07317073	-0.3093745	-0.05506061	-0.054435484
NC_006322	1	0.2273891	0.0012464832	0.17695747	-0.13782282	-0.21786456	-0.07782371	0.1333628	0.22647019	-0.0318635	0.1458559	-0.14347357	-0.31891698	-0.046520013	0.008170271
NC_006322	2	0.24823992	0.13005517	0.19917206	-0.025945965	-0.19818245	-0.02569934	0.098669335	0.247269	0.0532621	0.15284966	-0.049917426	-0.32601038	-0.005103281	-0.017185941
NC_006322	3	0.26018858	0.18084535	0.20422663	0.037928846	-0.20508489	-0.023060344	0.085779026	0.25970957	0.16155745	0.16423534	0.044278033	-0.30002788	0.011971536	-0.05390658
NC_006322	4	0.271226	0.2173749	0.21188793	0.10178452	-0.206046	-0.020770155	0.04489356	0.27277794	0.20008966	0.17562798	0.07817605	-0.31798634	0.052046224	-0.05376092
NC_006322	5	0.2922654	0.25236812	0.22886613	0.16003403	-0.25678337	-0.0075561744	0.011783147	0.29590517	0.25926664	0.19750232	0.15925755	-0.32983154	0.07058824	-0.07919666
NC_016832	1	0.3347795	0.0687662	0.16902147	-0.24596113	-0.25182453	-0.13414466	0.20044397	0.34610954	0.08021625	0.122474425	-0.20160058	-0.3490948	-0.077195466	0.0535633
NC_016832	2	0.37501997	0.0635927	0.16592182	-0.2724768	-0.31426084	-0.19473769	0.19620901	0.38556182	0.07537708	0.1227994	-0.20238563	-0.39453468	-0.14698415	0.05952
NC_016832	3	0.39727813	0.09534506	0.16951932	-0.23624043	-0.32709202	-0.2357021	0.16507196	0.40511551	0.09105153	0.14342734	-0.1940204	-0.4065455	-0.20069005	0.045357853
NC_016832	4	0.41940388	0.111956604	0.18568648	-0.18078135	-0.35620856	-0.2830949	0.16105027	0.42592588	0.1092437	0.16083749	-0.15798	-0.43595982	-0.2358443	0.017698564
NC_016832	5	0.46204343	0.16147874	0.21084258	-0.009175326	-0.41695347	-0.46111643	0.10219715	0.4621658	0.16534555	0.19203588	-0.006194827	-0.47398484	-0.3571107	-0.013986322
NC_012483	1	0.42245048	0.057222962	0.13359818	-0.2895267	-0.2775898	-0.11073809	0.006511675	0.4198073	0.066822864	0.11472189	-0.18482164	-0.3169657	-0.04111548	-0.07006873
NC_012483	2	0.46719462	0.07092112	0.09450493	-0.41605344	-0.29166776	-0.17348722	-0.09194684	0.4670298	0.07010482	0.09656466	-0.27153116	-0.34382316	-0.034619976	-0.111790136
NC_012483	3	0.48481414	0.07272838	0.10558384	-0.39474306	-0.28534207	-0.22856328	-0.14361773	0.48566878	0.084379315	0.1001538	-0.3025443	-0.3409136	-0.06391301	-0.122724414
