"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"GALBDtex"	"beta D-galactose transport via diffusion (extracellular to periplasm)"	"gal_DASH_bD[e] <==> gal_DASH_bD[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GALCTD"	"galactarate dehydratase"	"[c] : galct_DASH_D --> 5dh4dglc + h2o"	"Irreversible"	"c"	0	1000	0	"b3128"	"Alternate Carbon Metabolism"
"GALCTLO"	"L-galactonate oxidoreductase"	"[c] : galctn_DASH_L + nad --> h + nadh + tagur"	"Irreversible"	"c"	0	1000	0	"b4358"	"Alternate Carbon Metabolism"
"GALCTND"	"galactonate dehydratase"	"[c] : galctn_DASH_D --> 2dh3dgal + h2o"	"Irreversible"	"c"	0	1000	0	"b4478"	"Alternate Carbon Metabolism"
"GALCTNLt2pp"	"L-galactonate transport via proton symport (periplasm)"	"galctn_DASH_L[p] + h[p] --> galctn_DASH_L[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"b4356"	"Transport, Inner Membrane"
"GALCTNLtex"	"L-galactonate transport via diffusion (extracellular to periplasm)"	"galctn_DASH_L[e] <==> galctn_DASH_L[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b1377 or b0929 or b0241)"	"Transport, Outer Membrane Porin"
"GALCTNt2pp"	"D-galactonate transport via proton symport (periplasm)"	"galctn_DASH_D[p] + h[p] --> galctn_DASH_D[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"b3691"	"Transport, Inner Membrane"
"GALCTNtex"	"D-galactonate transport via diffusion (extracellular to periplasm)"	"galctn_DASH_D[e] <==> galctn_DASH_D[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GALCTt2rpp"	"D-galactarte transport via proton symport, reversible (periplasm)"	"galct_DASH_D[p] + h[p] <==> galct_DASH_D[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"(b2789 or b3127)"	"Transport, Inner Membrane"
"GALCTtex"	"D-galactarte transport via diffusion (extracellular to periplasm)"	"galct_DASH_D[e] <==> galct_DASH_D[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GALKr"	"galactokinase"	"[c] : atp + gal <==> adp + gal1p + h"	"Reversible"	"c"	-1000	1000	0	"(b2045 or b0757)"	"Alternate Carbon Metabolism"
"GALM2pp"	"aldose-1-epimerase"	"[p] : gal_DASH_bD --> gal"	"Irreversible"	"p"	0	1000	0	"b0756"	"Alternate Carbon Metabolism"
"GALS3"	"a-galactosidase (melibiose)"	"[c] : h2o + melib --> gal + glc_DASH_D"	"Irreversible"	"c"	0	1000	0	"b4119"	"Alternate Carbon Metabolism"
"GALT1"	"galactosyltransferase I (LPS core synthesis)"	"[c] : gicolipa + udpg --> gagicolipa + h + udp"	"Irreversible"	"c"	0	1000	0	"b3628"	"Lipopolysaccharide Biosynthesis / Recycling"
"GALTptspp"	"Galactitol transport via PEP:Pyr PTS (periplasm)"	"pep[c] + galt[p] --> galt1p[c] + pyr[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2094 and b2093 and b2092 and b2415 and b2416)"	"Transport, Inner Membrane"
"GALTtex"	"Galactitol transport via diffusion (extracellular to periplasm)"	"galt[e] <==> galt[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GALURt2rpp"	"D-galacturonate transport via proton symport, reversible (periplasm)"	"galur[p] + h[p] <==> galur[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"b3093"	"Transport, Inner Membrane"
"GALURtex"	"D-galacturonate transport via diffusion (extracellular to periplasm)"	"galur[e] <==> galur[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GALUi"	"UTP-glucose-1-phosphate uridylyltransferase (irreversible)"	"[c] : g1p + h + utp --> ppi + udpg"	"Irreversible"	"c"	0	1000	0	"b1236"	"Cell Envelope Biosynthesis"
"GALabcpp"	"D-galactose transport via ABC system (periplasm)"	"atp[c] + h2o[c] + gal[p] --> adp[c] + gal[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"((b2149 and b2150 and b2148) or (b4231 and b4227 and b4485 and b4230))"	"Transport, Inner Membrane"
"GALt2pp"	"D-galactose transport in via proton symport (periplasm)"	"gal[p] + h[p] --> gal[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"b2943"	"Transport, Inner Membrane"
"GALtex"	"D-galactose transport via diffusion (extracellular to periplasm)"	"gal[e] <==> gal[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GAM6Pt6_2pp"	"D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm)"	"(2) pi[c] + gam6p[p] --> gam6p[c] + (2) pi[p]"	"Irreversible"	"c, p"	0	1000	0	"b3666"	"Transport, Inner Membrane"
"GAMAN6Ptex"	"D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm)"	"gam6p[e] <==> gam6p[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GAMptspp"	"D-glucosamine transport via PEP:Pyr PTS (periplasm)"	"pep[c] + gam[p] --> gam6p[c] + pyr[c]"	"Irreversible"	"c, p"	0	1000	0	"(b1817 and b1818 and b1819 and b2415 and b2416)"	"Transport, Inner Membrane"
"GAMtex"	"D-glucosamine transport via diffusion (extracellular to periplasm)"	"gam[e] <==> gam[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GAPD"	"glyceraldehyde-3-phosphate dehydrogenase"	"[c] : g3p + nad + pi <==> 13dpg + h + nadh"	"Reversible"	"c"	-1000	1000	0	"b1779"	"Glycolysis/Gluconeogenesis"
"GARFT"	"phosphoribosylglycinamide formyltransferase"	"[c] : 10fthf + gar <==> fgam + h + thf"	"Reversible"	"c"	-1000	1000	0	"b2500"	"Purine and Pyrimidine Biosynthesis"
"GART"	"GAR transformylase-T"	"[c] : atp + for + gar --> adp + fgam + h + pi"	"Irreversible"	"c"	0	1000	0	"b1849"	"Purine and Pyrimidine Biosynthesis"
"GBBTNtex"	"gamma-butyrobetaine transport via diffusion (extracellular to periplasm)"	"gbbtn[e] <==> gbbtn[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GCALDD"	"Glycolaldehyde dehydrogenase"	"[c] : gcald + h2o + nad --> glyclt + (2) h + nadh"	"Irreversible"	"c"	0	1000	0	"b1415"	"Folate Metabolism"
"GDMANE"	"GDP-4-dehydro-6-deoxy-D-mannose epimerase"	"[c] : gdpddman --> gdpofuc"	"Irreversible"	"c"	0	1000	0	"b2052"	"Cell Envelope Biosynthesis"
"GDPDPK"	"GDP diphosphokinase"	"[c] : atp + gdp --> amp + h + ppgpp"	"Irreversible"	"c"	0	1000	0	"(b2784 or b3650)"	"Cofactor and Prosthetic Group Biosynthesis"
"GDPMNH"	"GDP-mannose mannosyl hydrolase"	"[c] : gdpmann + h2o --> gdp + h + man"	"Irreversible"	"c"	0	1000	0	"b2051"	"Cell Envelope Biosynthesis"
"GDPMNP"	"GDP-mannose phyrophosphatase"	"[c] : gdpmann + h2o --> gmp + (2) h + man1p"	"Irreversible"	"c"	0	1000	0	"b2467"	"Cell Envelope Biosynthesis"
"GDPTPDP"	"guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase"	"[c] : gdptp + h2o --> gtp + ppi"	"Irreversible"	"c"	0	1000	0	"b3650"	"Cofactor and Prosthetic Group Biosynthesis"
"GDPtex"	"GDP transport via diffusion (extracellular to periplasm)"	"gdp[e] <==> gdp[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b1377 or b2215 or b0929 or b0241)"	"Transport, Outer Membrane Porin"
"GF6PTA"	"glutamine-fructose-6-phosphate transaminase"	"[c] : f6p + gln_DASH_L --> gam6p + glu_DASH_L"	"Irreversible"	"c"	0	1000	0	"b3729"	"Cell Envelope Biosynthesis"
"GGGABADr"	"gamma-glutamyl-gamma aminobutyric acid dehydrogenase"	"[c] : ggbutal + h2o + nadp <==> gg4abut + (2) h + nadph"	"Reversible"	"c"	-1000	1000	0	"b1300"	"Alternate Carbon Metabolism"
"GGGABAH"	"gamma-glutamyl-gamma-aminobutyric acid hydrolase"	"[c] : gg4abut + h2o --> 4abut + glu_DASH_L"	"Irreversible"	"c"	0	1000	0	"b1298"	"Alternate Carbon Metabolism"
"GGPTRCO"	"gamma glutamyl putrescine oxidase"	"[c] : ggptrc + h2o + o2 --> ggbutal + h2o2 + nh4"	"Irreversible"	"c"	0	1000	0	"b1301"	"Alternate Carbon Metabolism"
"GGPTRCS"	"gamma glutamyl putrescine synthase"	"[c] : atp + glu_DASH_L + ptrc --> adp + ggptrc + h + pi"	"Irreversible"	"c"	0	1000	0	"b1297"	"Alternate Carbon Metabolism"
"GHBDHx"	"gamma-hydroxybutyrate dehydrogenase (NADH)"	"[c] : h + nadh + sucsal <==> ghb + nad"	"Reversible"	"c"	-1000	1000	0	"b3882"	"Arginine and Proline Metabolism"
"GHMT2r"	"glycine hydroxymethyltransferase, reversible"	"[c] : ser_DASH_L + thf <==> gly + h2o + mlthf"	"Reversible"	"c"	-1000	1000	0	"b2551"	"Glycine and Serine Metabolism"
"GK1"	"guanylate kinase (GMP:ATP)"	"[c] : atp + gmp <==> adp + gdp"	"Reversible"	"c"	-1000	1000	0	"b3648"	"Nucleotide Salvage Pathway"
"GLBRAN2"	"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)"	"[c] : glycogen --> bglycogen"	"Irreversible"	"c"	0	1000	0	"b3432"	"Glycolysis/Gluconeogenesis"
"GLCATr"	"D-glucose O-acetyltransferase"	"[c] : accoa + glc_DASH_D <==> acglc_DASH_D + coa"	"Reversible"	"c"	-1000	1000	0	"b0459"	"Alternate Carbon Metabolism"
"GLCDpp"	"Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)"	"q8[c] + glc_DASH_D[p] + h2o[p] --> q8h2[c] + glcn[p] + h[p]"	"Irreversible"	"c, p"	0	1000	0	"(b0124 or b0837)"	"Oxidative Phosphorylation"
"GLCNt2rpp"	"D-gluconate transport via proton symport, reversible (periplasm)"	"glcn[p] + h[p] <==> glcn[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"(b4321 or b4476 or b3415 or b4265)"	"Transport, Inner Membrane"
"GLCNtex"	"D-gluconate transport via diffusion (extracellular to periplasm)"	"glcn[e] <==> glcn[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLCP"	"glycogen phosphorylase"	"[c] : glycogen + pi --> g1p"	"Irreversible"	"c"	0	1000	0	"(b3428 or b3417)"	"Glycolysis/Gluconeogenesis"
"GLCP2"	"glycogen phosphorylase"	"[c] : bglycogen + pi --> g1p"	"Irreversible"	"c"	0	1000	0	"(b3417 or b3428)"	"Glycolysis/Gluconeogenesis"
"GLCRAL"	"5-dehydro-4-deoxyglucarate aldolase"	"[c] : 5dh4dglc --> 2h3oppan + pyr"	"Irreversible"	"c"	0	1000	0	"b3126"	"Alternate Carbon Metabolism"
"GLCRD"	"glucarate dehydratase"	"[c] : glcr --> 5dh4dglc + h2o"	"Irreversible"	"c"	0	1000	0	"(b2788 or b2787)"	"Alternate Carbon Metabolism"
"GLCRt2rpp"	"D-glucarate transport via proton symport, reversible (periplasm)"	"glcr[p] + h[p] <==> glcr[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"(b3127 or b2789)"	"Transport, Inner Membrane"
"GLCRtex"	"D-glucarate transport via diffusion (extracellular to periplasm)"	"glcr[e] <==> glcr[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLCS1"	"glycogen synthase (ADPGlc)"	"[c] : adpglc --> adp + glycogen + h"	"Irreversible"	"c"	0	1000	0	"b3429"	"Glycolysis/Gluconeogenesis"
"GLCTR1"	"glucosyltransferase I (LPS core synthesis)"	"[c] : icolipa + udpg --> gicolipa + h + udp"	"Irreversible"	"c"	0	1000	0	"b3631"	"Lipopolysaccharide Biosynthesis / Recycling"
"GLCTR2"	"glucosyltransferase II (LPS core synthesis)"	"[c] : gagicolipa + udpg --> ggagicolipa + h + udp"	"Irreversible"	"c"	0	1000	0	"b3627"	"Lipopolysaccharide Biosynthesis / Recycling"
"GLCTR3"	"glucosyltransferase III (LPS core synthesis)"	"[c] : ggagicolipa + udpg --> gggagicolipa + h + udp"	"Irreversible"	"c"	0	1000	0	"b3626"	"Lipopolysaccharide Biosynthesis / Recycling"
"GLCUR1Ptex"	"D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)"	"glcur1p[e] <==> glcur1p[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLCURt2rpp"	"D-glucuronate transport via proton symport, reversible (periplasm)"	"glcur[p] + h[p] <==> glcur[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"(b3909 or b3093)"	"Transport, Inner Membrane"
"GLCURtex"	"D-glucuronat transport via diffusion (extracellular to periplasm)"	"glcur[e] <==> glcur[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLCabcpp"	"D-glucose transport via ABC system (periplasm)"	"atp[c] + h2o[c] + glc_DASH_D[p] --> adp[c] + glc_DASH_D[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2149 and b2150 and b2148)"	"Transport, Inner Membrane"
"GLCptspp"	"D-glucose transport via PEP:Pyr PTS (periplasm)"	"pep[c] + glc_DASH_D[p] --> g6p[c] + pyr[c]"	"Irreversible"	"c, p"	0	1000	0	"((b2417 and b1621 and b2415 and b2416) or (b2417 and b1101 and b2415 and b2416) or (b1817 and b1818 and b1819 and b2415 and b2416))"	"Transport, Inner Membrane"
"GLCt2pp"	"D-glucose transport in via proton symport (periplasm)"	"glc_DASH_D[p] + h[p] --> glc_DASH_D[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"b2943"	"Transport, Inner Membrane"
"GLCtex"	"glucose transport via diffusion (extracellular to periplasm)"	"glc_DASH_D[e] <==> glc_DASH_D[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLCtexi"	"D-glucose transport via diffusion (extracellular to periplasm) irreversible"	"glc_DASH_D[e] --> glc_DASH_D[p]"	"Irreversible"	"e, p"	0	1000	0	"b4036"	"Transport, Outer Membrane"
"GLDBRAN2"	"glycogen debranching enzyme (bglycogen -> glycogen)"	"[c] : bglycogen --> glycogen"	"Irreversible"	"c"	0	1000	0	"b3431"	"Glycolysis/Gluconeogenesis"
"GLGC"	"glucose-1-phosphate adenylyltransferase"	"[c] : atp + g1p + h --> adpglc + ppi"	"Irreversible"	"c"	0	1000	0	"b3430"	"Glycolysis/Gluconeogenesis"
"GLNS"	"glutamine synthetase"	"[c] : atp + glu_DASH_L + nh4 --> adp + gln_DASH_L + h + pi"	"Irreversible"	"c"	0	1000	0	"(b3870 or b1297)"	"Glutamate Metabolism "
"GLNTRS"	"Glutaminyl-tRNA synthetase"	"[c] : atp + gln_DASH_L + trnagln --> amp + glntrna + ppi"	"Irreversible"	"c"	0	1000	0	"b0680"	"tRNA Charging"
"GLNabcpp"	"L-glutamine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + gln_DASH_L[p] --> adp[c] + gln_DASH_L[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b0811 and b0810 and b0809)"	"Transport, Inner Membrane"
"GLNtex"	"L-glutamine transport via diffusion (extracellular to periplasm)"	"gln_DASH_L[e] <==> gln_DASH_L[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLTPD"	"Galactitol-1-phosphate dehydrogenase"	"[c] : galt1p + nad <==> h + nadh + tag6p_DASH_D"	"Reversible"	"c"	-1000	1000	0	"b2091"	"Alternate Carbon Metabolism"
"GLU5K"	"glutamate 5-kinase"	"[c] : atp + glu_DASH_L --> adp + glu5p"	"Irreversible"	"c"	0	1000	0	"b0242"	"Arginine and Proline Metabolism"
"GLUABUTt7pp"	"4-aminobutyrate/glutamate antiport (periplasm)"	"4abut[c] + glu_DASH_L[p] <==> glu_DASH_L[c] + 4abut[p]"	"Reversible"	"c, p"	-1000	1000	0	"b1492"	"Transport, Inner Membrane"
"GLUCYS"	"gamma-glutamylcysteine synthetase"	"[c] : atp + cys_DASH_L + glu_DASH_L --> adp + glucys + h + pi"	"Irreversible"	"c"	0	1000	0	"b2688"	"Cofactor and Prosthetic Group Biosynthesis"
"GLUDC"	"Glutamate Decarboxylase"	"[c] : glu_DASH_L + h --> 4abut + co2"	"Irreversible"	"c"	0	1000	0	"(b3517 or b1493)"	"Glutamate Metabolism"
"GLUDy"	"glutamate dehydrogenase (NADP)"	"[c] : glu_DASH_L + h2o + nadp <==> akg + h + nadph + nh4"	"Reversible"	"c"	-1000	1000	0	"b1761"	"Glutamate Metabolism"
"GLUN"	"glutaminase"	"[c] : gln_DASH_L + h2o --> glu_DASH_L + nh4"	"Irreversible"	"c"	0	1000	0	"(b1812 or b0485 or b1524)"	"Glutamate Metabolism"
"GLUNpp"	"glutaminase"	"[p] : gln_DASH_L + h2o --> glu_DASH_L + nh4"	"Irreversible"	"p"	0	1000	0	"b2957"	"Glutamate Metabolism"
"GLUPRT"	"glutamine phosphoribosyldiphosphate amidotransferase"	"[c] : gln_DASH_L + h2o + prpp --> glu_DASH_L + ppi + pram"	"Irreversible"	"c"	0	1000	0	"b2312"	"Purine and Pyrimidine Biosynthesis"
"GLUR"	"glutamate racemase"	"[c] : glu_DASH_D <==> glu_DASH_L"	"Reversible"	"c"	-1000	1000	0	"b3967"	"Cell Envelope Biosynthesis"
"GLUSy"	"glutamate synthase (NADPH)"	"[c] : akg + gln_DASH_L + h + nadph --> (2) glu_DASH_L + nadp"	"Irreversible"	"c"	0	1000	0	"(b3212 and b3213)"	"Glutamate Metabolism "
"GLUTRR"	"glutamyl-tRNA reductase"	"[c] : glutrna + h + nadph --> glu1sa + nadp + trnaglu"	"Irreversible"	"c"	0	1000	0	"b1210"	"Cofactor and Prosthetic Group Biosynthesis"
"GLUTRS"	"Glutamyl-tRNA synthetase"	"[c] : atp + glu_DASH_L + trnaglu --> amp + glutrna + ppi"	"Irreversible"	"c"	0	1000	0	"b2400"	"Cofactor and Prosthetic Group Biosynthesis"
"GLUabcpp"	"L-glutamate transport via ABC system (periplasm)"	"atp[c] + h2o[c] + glu_DASH_L[p] --> adp[c] + glu_DASH_L[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b0655 and b0654 and b0653 and b0652)"	"Transport, Inner Membrane"
"GLUt2rpp"	"L-glutamate transport via proton symport, reversible (periplasm)"	"glu_DASH_L[p] + h[p] <==> glu_DASH_L[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"b4077"	"Transport, Inner Membrane"
"GLUt4pp"	"Na+/glutamate symport (periplasm)"	"glu_DASH_L[p] + na1[p] --> glu_DASH_L[c] + na1[c]"	"Irreversible"	"c, p"	0	1000	0	"b3653"	"Transport, Inner Membrane"
"GLUtex"	"L-glutamate transport via diffusion (extracellular to periplasm)"	"glu_DASH_L[e] <==> glu_DASH_L[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLXCL"	"glyoxalate carboligase"	"[c] : (2) glx + h --> 2h3oppan + co2"	"Irreversible"	"c"	0	1000	0	"b0507"	"Glyoxylate Metabolism"
"GLYALDtex"	"Glyceraldehyde transport via diffusion (extracellular to periplasm)"	"glyald[e] <==> glyald[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLYALDtpp"	"Glyceraldehyde facilitated diffusion (periplasm)"	"glyald[p] <==> glyald[c]"	"Reversible"	"c, p"	-1000	1000	0	"b3927"	"Transport, Inner Membrane"
"GLYAT"	"glycine C-acetyltransferase"	"[c] : accoa + gly <==> 2aobut + coa"	"Reversible"	"c"	-1000	1000	0	"b3617"	"Glycine and Serine Metabolism"
"GLYBabcpp"	"Glycine betaine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + glyb[p] --> adp[c] + glyb[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b2128 and b2129 and b2130 and b2131)"	"Transport, Inner Membrane"
"GLYBt2pp"	"Glycine betaine transport via proton symport (periplasm)"	"glyb[p] + h[p] --> glyb[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"(b1801 or b4111)"	"Transport, Inner Membrane"
"GLYBtex"	"Glycine betaine transport via diffusion (extracellular to periplasm)"	"glyb[e] <==> glyb[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLYC2Pabcpp"	"sn-Glycerol 2-phosphate transport via ABC system (periplasm)"	"atp[c] + h2o[c] + glyc2p[p] --> adp[c] + glyc2p[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b3452 and b3453 and b3450 and b3451)"	"Transport, Inner Membrane"
"GLYC2Ptex"	"Glycerol-2-phosphate transport via diffusion (extracellular to periplasm)"	"glyc2p[e] <==> glyc2p[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b2215 or b0241 or b0929 or b1377)"	"Transport, Outer Membrane Porin"
"GLYC3Pabcpp"	"sn-Glycerol 3-phosphate transport via ABC system (periplasm)"	"atp[c] + h2o[c] + glyc3p[p] --> adp[c] + glyc3p[c] + h[c] + pi[c]"	"Irreversible"	"c, p"	0	1000	0	"(b3452 and b3453 and b3450 and b3451)"	"Transport, Inner Membrane"
"GLYC3Pt6pp"	"Glycerol-3-phosphate : phosphate antiporter (periplasm)"	"pi[c] + glyc3p[p] --> glyc3p[c] + pi[p]"	"Irreversible"	"c, p"	0	1000	0	"b2240"	"Transport, Inner Membrane"
"GLYC3Ptex"	"Glycerol-3-phosphate transport via diffusion (extracellular to periplasm)"	"glyc3p[e] <==> glyc3p[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLYCAt2rpp"	"D-glycerate transport via proton symport, reversible (periplasm)"	"glyc_DASH_R[p] + h[p] <==> glyc_DASH_R[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"(b2789 or b3127)"	"Transport, Inner Membrane"
"GLYCAtex"	"D-glycerate transport via diffusion (extracellular to periplasm)"	"glyc_DASH_R[e] <==> glyc_DASH_R[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLYCDx"	"Glycerol dehydrogenase"	"[c] : glyc + nad --> dha + h + nadh"	"Irreversible"	"c"	0	1000	0	"b3945"	"Alternate Carbon Metabolism"
"GLYCK"	"glycerate kinase"	"[c] : atp + glyc_DASH_R --> 3pg + adp + h"	"Irreversible"	"c"	0	1000	0	"b0514"	"Glyoxylate Metabolism"
"GLYCK2"	"glycerate kinase"	"[c] : atp + glyc_DASH_R --> 2pg + adp + h"	"Irreversible"	"c"	0	1000	0	"b3124"	"Glycine and Serine Metabolism"
"GLYCL"	"Glycine Cleavage System"	"[c] : gly + nad + thf --> co2 + mlthf + nadh + nh4"	"Irreversible"	"c"	0	1000	0	"(b2904 and b2903 and b2905 and b0116)"	"Folate Metabolism"
"GLYCLTDx"	"Glycolate dehydrogenase (NAD)"	"[c] : glx + h + nadh --> glyclt + nad"	"Irreversible"	"c"	0	1000	0	"(b3553 or b1033)"	"Glyoxylate Metabolism"
"GLYCLTDy"	"Glycolate dehydrogenase (NADP)"	"[c] : glx + h + nadph --> glyclt + nadp"	"Irreversible"	"c"	0	1000	0	"(b1033 or b3553)"	"Glyoxylate Metabolism"
"GLYCLTt2rpp"	"glycolate transport via proton symport, reversible (periplasm)"	"glyclt[p] + h[p] <==> glyclt[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	"(b3603 or b2975)"	"Transport, Inner Membrane"
"GLYCLTt4pp"	"glycolate transport via sodium symport (periplasm)"	"glyclt[p] + na1[p] --> glyclt[c] + na1[c]"	"Irreversible"	"c, p"	0	1000	0	"b4067"	"Transport, Inner Membrane"
"GLYCLTtex"	"glycolate transport via diffusion (extracellular to periplasm)"	"glyclt[e] <==> glyclt[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLYCTO2"	"Glycolate oxidase"	"[c] : glyclt + q8 --> glx + q8h2"	"Irreversible"	"c"	0	1000	0	"(b2979 and b4467 and b4468)"	"Alternate Carbon Metabolism"
"GLYCTO3"	"Glycolate oxidase"	"[c] : glyclt + mqn8 --> glx + mql8"	"Irreversible"	"c"	0	1000	0	"(b2979 and b4467 and b4468)"	"Alternate Carbon Metabolism"
"GLYCTO4"	"Glycolate oxidase"	"[c] : 2dmmq8 + glyclt --> 2dmmql8 + glx"	"Irreversible"	"c"	0	1000	0	"(b2979 and b4467 and b4468)"	"Alternate Carbon Metabolism"
"GLYCtex"	"glycerol transport via diffusion (extracellular to periplasm)"	"glyc[e] <==> glyc[p]"	"Reversible"	"e, p"	-1000	1000	0	"(b0241 or b0929 or b1377 or b2215)"	"Transport, Outer Membrane Porin"
"GLYCtpp"	"glycerol transport via channel (periplasm)"	"glyc[c] <==> glyc[p]"	"Reversible"	"c, p"	-1000	1000	0	"(b3927 or s0001)"	"Transport, Inner Membrane"
"GLYK"	"glycerol kinase"	"[c] : atp + glyc --> adp + glyc3p + h"	"Irreversible"	"c"	0	1000	0	"b3926"	"Alternate Carbon Metabolism"
"GLYOX"	"hydroxyacylglutathione hydrolase"	"[c] : h2o + lgt_DASH_S --> gthrd + h + lac_DASH_D"	"Irreversible"	"c"	0	1000	0	"b0212"	"Methylglyoxal Metabolism"
"GLYOX3"	"glyoxalase III"	"[c] : h2o + mthgxl --> h + lac_DASH_D"	"Irreversible"	"c"	0	1000	0	""	"Methylglyoxal Metabolism"
"GLYTRS"	"Glycyl-tRNA synthetase"	"[c] : atp + gly + trnagly --> amp + glytrna + ppi"	"Irreversible"	"c"	0	1000	0	"(b3559 and b3560)"	"tRNA Charging"
"GLYt2pp"	"glycine transport in via proton symport (periplasm)"	"gly[p] + h[p] --> gly[c] + h[c]"	"Irreversible"	"c, p"	0	1000	0	"(b4208 or b1801)"	"Transport, Inner Membrane"
"GLYt2rpp"	"glycine reversible transport via proton symport (periplasm)"	"gly[p] + h[p] <==> gly[c] + h[c]"	"Reversible"	"c, p"	-1000	1000	0	""	"Transport, Inner Membrane"
"GLYt4pp"	"glycine transport in via sodium symport (periplasm)"	"gly[p] + na1[p] --> gly[c] + na1[c]"	"Irreversible"	"c, p"	0	1000	0	"b0007"	"Transport, Inner Membrane"
