"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"FUMtex"	"Fumarate transport via diffusion (extracellular to periplasm)"	"fum[e] <==> fum[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"G1PACT"	"glucosamine-1-phosphate N-acetyltransferase"	"[c] : accoa + gam1p --> acgam1p + coa + h"	"Irreversible"	"C_c"	0	1000	0	"(b3730)"	"Cell Envelope Biosynthesis"
"G1PPpp"	"Glucose-1-phosphatase"	"[p] : g1p + h2o --> glc_DASH_D + pi"	"Irreversible"	"C_p"	0	1000	0	"(b1002)"	"Glycolysis/Gluconeogenesis"
"G1PTT"	"glucose-1-phosphate thymidylyltransferase"	"[c] : dttp + g1p + h --> dtdpglu + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b3789) or (b2039)"	"Cell Envelope Biosynthesis"
"G1Ptex"	"D-glucose 1-phosphate transport via diffusion"	"g1p[e] <==> g1p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"G1SAT"	"glutamate-1-semialdehyde aminotransferase"	"[c] : glu1sa <==> 5aop"	"Reversible"	"C_c"	-1000	1000	0	"(b0154)"	"Cofactor and Prosthetic Group Biosynthesis"
"G2PPpp"	"glycerol 2-phosphate phosphatase (periplasmic)"	"[p] : glyc2p + h2o --> glyc + pi"	"Irreversible"	"C_p"	0	1000	0	"(b4055)"	"Alternate Carbon Metabolism"
"G3PAT120"	"glycerol-3-phosphate acyltransferase (C12:0)"	"[c] : ddcaACP + glyc3p --> 1ddecg3p + ACP"	"Irreversible"	"C_c"	0	1000	0	"(b4041)"	"Glycerophospholipid Metabolism"
"G3PAT140"	"glycerol-3-phosphate acyltransferase (C14:0)"	"[c] : glyc3p + myrsACP --> 1tdecg3p + ACP"	"Irreversible"	"C_c"	0	1000	0	"(b4041)"	"Glycerophospholipid Metabolism"
"G3PAT141"	"glycerol-3-phosphate acyltransferase (C14:1)"	"[c] : glyc3p + tdeACP --> 1tdec7eg3p + ACP"	"Irreversible"	"C_c"	0	1000	0	"(b4041)"	"Glycerophospholipid Metabolism"
"G3PAT160"	"glycerol-3-phosphate acyltransferase (C16:0)"	"[c] : glyc3p + palmACP --> 1hdecg3p + ACP"	"Irreversible"	"C_c"	0	1000	0	"(b4041)"	"Glycerophospholipid Metabolism"
"G3PAT161"	"glycerol-3-phosphate acyltransferase (C16:1)"	"[c] : glyc3p + hdeACP --> 1hdec9eg3p + ACP"	"Irreversible"	"C_c"	0	1000	0	"(b4041)"	"Glycerophospholipid Metabolism"
"G3PAT180"	"glycerol-3-phosphate acyltransferase (C18:0)"	"[c] : glyc3p + ocdcaACP --> 1odecg3p + ACP"	"Irreversible"	"C_c"	0	1000	0	"(b4041)"	"Glycerophospholipid Metabolism"
"G3PAT181"	"glycerol-3-phosphate acyltransferase (C18:1)"	"[c] : glyc3p + octeACP --> 1odec11eg3p + ACP"	"Irreversible"	"C_c"	0	1000	0	"(b4041)"	"Glycerophospholipid Metabolism"
"G3PCabcpp"	"sn-glycerol-3-phosphocholine transport via ABC system (periplasm)"	"atp[c] + g3pc[p] + h2o[c] --> adp[c] + g3pc[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3453) and (b3451) and (b3452) and (b3450)"	"Transport, Inner Membrane"
"G3PCtex"	"glycero-3-phosphocholine transport via diffusion (extracellular to periplasm)"	"g3pc[e] <==> g3pc[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"G3PD2"	"glycerol-3-phosphate dehydrogenase (NADP)"	"[c] : glyc3p + nadp <==> dhap + h + nadph"	"Reversible"	"C_c"	-1000	1000	0	"(b3608)"	"Alternate Carbon Metabolism"
"G3PD5"	"glycerol-3-phosphate dehydrogenase (ubiquinone-8)"	"[c] : glyc3p + q8 --> dhap + q8h2"	"Irreversible"	"C_c"	0	1000	0	"(b2242 and b2241 and b2243) or (b3426)"	"Oxidative Phosphorylation"
"G3PD6"	"glycerol-3-phosphate dehydrogenase (menaquinone-8)"	"[c] : glyc3p + mqn8 --> dhap + mql8"	"Irreversible"	"C_c"	0	1000	0	"(b2242 and b2241 and b2243)"	"Oxidative Phosphorylation"
"G3PD7"	"glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8)"	"[c] : 2dmmq8 + glyc3p --> 2dmmql8 + dhap"	"Irreversible"	"C_c"	0	1000	0	"(b2242 and b2241 and b2243)"	"Oxidative Phosphorylation"
"G3PEabcpp"	"sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)"	"atp[c] + g3pe[p] + h2o[c] --> adp[c] + g3pe[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3453) and (b3451) and (b3452) and (b3450)"	"Transport, Inner Membrane"
"G3PEtex"	"glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm)"	"g3pe[e] <==> g3pe[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0241) or (b0929) or (b2215) or (b1377)"	"Transport, Outer Membrane Porin"
"G3PGabcpp"	"sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm)"	"atp[c] + g3pg[p] + h2o[c] --> adp[c] + g3pg[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3453) and (b3451) and (b3452) and (b3450)"	"Transport, Inner Membrane"
"G3PGtex"	"glycerophoglycerol transport via diffusion (extracellular to periplasm)"	"g3pg[e] <==> g3pg[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"G3PIabcpp"	"sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)"	"atp[c] + g3pi[p] + h2o[c] --> adp[c] + g3pi[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3453) and (b3451) and (b3452) and (b3450)"	"Transport, Inner Membrane"
"G3PItex"	"glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm)"	"g3pi[e] <==> g3pi[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"G3PSabcpp"	"sn-glycerol-3-phosphoserine transport via ABC system (periplasm)"	"atp[c] + g3ps[p] + h2o[c] --> adp[c] + g3ps[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3453) and (b3451) and (b3452) and (b3450)"	"Transport, Inner Membrane"
"G3PStex"	"glycerophosphserine transport via diffusion (extracellular to periplasm)"	"g3ps[e] <==> g3ps[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0241) or (b0929) or (b2215) or (b1377)"	"Transport, Outer Membrane Porin"
"G3PT"	"glycerol-3-phosphatase"	"[c] : glyc3p + h2o --> glyc + pi"	"Irreversible"	"C_c"	0	1000	0	"(b0822)"	"Alternate Carbon Metabolism"
"G5SADs"	"L-glutamate 5-semialdehyde dehydratase (spontaneous)"	"[c] : glu5sa --> 1pyr5c + h2o + h"	"Irreversible"	"C_c"	0	1000	0	"(s0001)"	"Arginine and Proline Metabolism"
"G5SD"	"glutamate-5-semialdehyde dehydrogenase"	"[c] : glu5p + h + nadph --> glu5sa + nadp + pi"	"Irreversible"	"C_c"	0	1000	0	"(b0243)"	"Arginine and Proline Metabolism"
"G6PDA"	"glucosamine-6-phosphate deaminase"	"[c] : gam6p + h2o --> f6p + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b0678)"	"Alternate Carbon Metabolism"
"G6PDH2r"	"glucose 6-phosphate dehydrogenase"	"[c] : g6p + nadp <==> 6pgl + h + nadph"	"Reversible"	"C_c"	-1000	1000	0	"(b1852)"	"Pentose Phosphate Pathway"
"G6PP"	"glucose-6-phosphate phosphatase"	"[c] : g6p + h2o --> glc_DASH_D + pi"	"Irreversible"	"C_c"	0	1000	0	"(b0822)"	"Glycolysis/Gluconeogenesis"
"G6Pt6_2pp"	"Glucose-6-phosphate transport via phosphate antiport (periplasm)"	"g6p[p] + (2) pi[c] --> g6p[c] + (2) pi[p]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3666)"	"Transport, Inner Membrane"
"G6Ptex"	"glucose 6-phosphate transport via diffusion (extracellular to periplasm)"	"g6p[e] <==> g6p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GAL1PPpp"	"D-galactose 1-phosphatase"	"[p] : gal1p + h2o --> gal + pi"	"Irreversible"	"C_p"	0	1000	0	"(b1002)"	"Alternate Carbon Metabolism"
"GAL1Ptex"	"D-galactose 1-phosphate transport via diffusion (extracellular to periplasm)"	"gal1p[e] <==> gal1p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GALBDtex"	"beta D-galactose transport via diffusion (extracellular to periplasm)"	"gal_DASH_bD[e] <==> gal_DASH_bD[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GALCTD"	"galactarate dehydratase"	"[c] : galct_DASH_D --> 5dh4dglc + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b3128)"	"Alternate Carbon Metabolism"
"GALCTLO"	"L-galactonate oxidoreductase"	"[c] : galctn_DASH_L + nad --> h + nadh + tagur"	"Irreversible"	"C_c"	0	1000	0	"(b4358)"	"Alternate Carbon Metabolism"
"GALCTND"	"galactonate dehydratase"	"[c] : galctn_DASH_D --> 2dh3dgal + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b4478)"	"Alternate Carbon Metabolism"
"GALCTNLt2pp"	"L-galactonate transport via proton symport (periplasm)"	"galctn_DASH_L[p] + h[p] --> galctn_DASH_L[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b4356)"	"Transport, Inner Membrane"
"GALCTNLtex"	"L-galactonate transport via diffusion (extracellular to periplasm)"	"galctn_DASH_L[e] <==> galctn_DASH_L[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0241) or (b2215) or (b0929) or (b1377)"	"Transport, Outer Membrane Porin"
"GALCTNt2pp"	"D-galactonate transport via proton symport (periplasm)"	"galctn_DASH_D[p] + h[p] --> galctn_DASH_D[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3691)"	"Transport, Inner Membrane"
"GALCTNtex"	"D-galactonate transport via diffusion (extracellular to periplasm)"	"galctn_DASH_D[e] <==> galctn_DASH_D[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GALCTt2rpp"	"D-galactarte transport via proton symport, reversible (periplasm)"	"galct_DASH_D[p] + h[p] <==> galct_DASH_D[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b3127) or (b2789)"	"Transport, Inner Membrane"
"GALCTtex"	"D-galactarte transport via diffusion (extracellular to periplasm)"	"galct_DASH_D[e] <==> galct_DASH_D[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GALKr"	"galactokinase"	"[c] : atp + gal <==> adp + gal1p + h"	"Reversible"	"C_c"	-1000	1000	0	"(b0757) or (b2045)"	"Alternate Carbon Metabolism"
"GALM2pp"	"aldose-1-epimerase"	"[p] : gal_DASH_bD --> gal"	"Irreversible"	"C_p"	0	1000	0	"(b0756)"	"Alternate Carbon Metabolism"
"GALS3"	"a-galactosidase (melibiose)"	"[c] : h2o + melib --> gal + glc_DASH_D"	"Irreversible"	"C_c"	0	1000	0	"(b4119)"	"Alternate Carbon Metabolism"
"GALT1"	"galactosyltransferase I (LPS core synthesis)"	"[c] : gicolipa + udpg --> gagicolipa + h + udp"	"Irreversible"	"C_c"	0	1000	0	"(b3628)"	"Lipopolysaccharide Biosynthesis / Recycling"
"GALTptspp"	"Galactitol transport via PEP:Pyr PTS (periplasm)"	"galt[p] + pep[c] --> galt1p[c] + pyr[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2094) and (b2415) and (b2092) and (b2416) and (b2093)"	"Transport, Inner Membrane"
"GALTtex"	"Galactitol transport via diffusion (extracellular to periplasm)"	"galt[e] <==> galt[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GALURt2rpp"	"D-galacturonate transport via proton symport, reversible (periplasm)"	"galur[p] + h[p] <==> galur[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b3093)"	"Transport, Inner Membrane"
"GALURtex"	"D-galacturonate transport via diffusion (extracellular to periplasm)"	"galur[e] <==> galur[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GALUi"	"UTP-glucose-1-phosphate uridylyltransferase (irreversible)"	"[c] : g1p + h + utp --> ppi + udpg"	"Irreversible"	"C_c"	0	1000	0	"(b1236)"	"Cell Envelope Biosynthesis"
"GALabcpp"	"D-galactose transport via ABC system (periplasm)"	"atp[c] + gal[p] + h2o[c] --> adp[c] + gal[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2148) and (b2150) and (b2149)"	"Transport, Inner Membrane"
"GALt2pp"	"D-galactose transport in via proton symport (periplasm)"	"gal[p] + h[p] --> gal[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2943)"	"Transport, Inner Membrane"
"GALtex"	"D-galactose transport via diffusion (extracellular to periplasm)"	"gal[e] <==> gal[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GAM6Pt6_2pp"	"D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm)"	"gam6p[p] + (2) pi[c] --> gam6p[c] + (2) pi[p]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3666)"	"Transport, Inner Membrane"
"GAMAN6Ptex"	"D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm)"	"gam6p[e] <==> gam6p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GAMptspp"	"D-glucosamine transport via PEP:Pyr PTS (periplasm)"	"gam[p] + pep[c] --> gam6p[c] + pyr[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2415) and (b2416) and (b1818) and (b1817) and (b1819)"	"Transport, Inner Membrane"
"GAMtex"	"D-glucosamine transport via diffusion (extracellular to periplasm)"	"gam[e] <==> gam[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GAPD"	"glyceraldehyde-3-phosphate dehydrogenase"	"[c] : g3p + nad + pi <==> 13dpg + h + nadh"	"Reversible"	"C_c"	-1000	1000	0	"(b1779)"	"Glycolysis/Gluconeogenesis"
"GARFT"	"phosphoribosylglycinamide formyltransferase"	"[c] : 10fthf + gar <==> fgam + h + thf"	"Reversible"	"C_c"	-1000	1000	0	"(b2500)"	"Purine and Pyrimidine Biosynthesis"
"GART"	"GAR transformylase-T"	"[c] : atp + for + gar --> adp + fgam + h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b1849)"	"Purine and Pyrimidine Biosynthesis"
"GBBTNtex"	"gamma-butyrobetaine transport via diffusion (extracellular to periplasm)"	"gbbtn[e] <==> gbbtn[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GCALDD"	"Glycolaldehyde dehydrogenase"	"[c] : gcald + h2o + nad --> glyclt + (2) h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b1415)"	"Folate Metabolism"
"GDMANE"	"GDP-4-dehydro-6-deoxy-D-mannose epimerase"	"[c] : gdpddman --> gdpofuc"	"Irreversible"	"C_c"	0	1000	0	"(b2052)"	"Cell Envelope Biosynthesis"
"GDPDPK"	"GDP diphosphokinase"	"[c] : atp + gdp --> amp + h + ppgpp"	"Irreversible"	"C_c"	0	1000	0	"(b2784) or (b3650)"	"Cofactor and Prosthetic Group Biosynthesis"
"GDPMNH"	"GDP-mannose mannosyl hydrolase"	"[c] : gdpmann + h2o --> gdp + h + man"	"Irreversible"	"C_c"	0	1000	0	"(b2051)"	"Cell Envelope Biosynthesis"
"GDPMNP"	"GDP-mannose phyrophosphatase"	"[c] : gdpmann + h2o --> gmp + (2) h + man1p"	"Irreversible"	"C_c"	0	1000	0	"(b2467)"	"Cell Envelope Biosynthesis"
"GDPtex"	"GDP transport via diffusion (extracellular to periplasm)"	"gdp[e] <==> gdp[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0241) or (b1377) or (b0929) or (b2215)"	"Transport, Outer Membrane Porin"
"GF6PTA"	"glutamine-fructose-6-phosphate transaminase"	"[c] : f6p + gln_DASH_L --> gam6p + glu_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b3729)"	"Cell Envelope Biosynthesis"
"GGGABADr"	"gamma-glutamyl-gamma aminobutyric acid dehydrogenase"	"[c] : ggbutal + h2o + nadp <==> gg4abut + (2) h + nadph"	"Reversible"	"C_c"	-1000	1000	0	"(b1300)"	"Alternate Carbon Metabolism"
"GGGABAH"	"gamma-glutamyl-gamma-aminobutyric acid hydrolase"	"[c] : gg4abut + h2o --> 4abut + glu_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b1298)"	"Alternate Carbon Metabolism"
"GGPTRCO"	"gamma glutamyl putrescine oxidase"	"[c] : ggptrc + h2o + o2 --> ggbutal + h2o2 + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b1301)"	"Alternate Carbon Metabolism"
"GGPTRCS"	"gamma glutamyl putrescine synthase"	"[c] : atp + glu_DASH_L + ptrc --> adp + ggptrc + h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b1297)"	"Alternate Carbon Metabolism"
"GHMT2r"	"glycine hydroxymethyltransferase, reversible"	"[c] : ser_DASH_L + thf <==> gly + h2o + mlthf"	"Reversible"	"C_c"	-1000	1000	0	"(b2551)"	"Glycine and Serine Metabolism"
"GK1"	"guanylate kinase (GMP:ATP)"	"[c] : atp + gmp <==> adp + gdp"	"Reversible"	"C_c"	-1000	1000	0	"(b3648)"	"Nucleotide Salvage Pathway"
"GLBRAN2"	" 1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)"	"[c] : glycogen --> bglycogen"	"Irreversible"	"C_c"	0	1000	0	"(b3432)"	"Glycolysis/Gluconeogenesis"
"GLCATr"	"D-glucose O-acetyltransferase"	"[c] : accoa + glc_DASH_D <==> acglc_DASH_D + coa"	"Reversible"	"C_c"	-1000	1000	0	"(b0459)"	"Alternate Carbon Metabolism"
"GLCDpp"	"Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)"	"glc_DASH_D[p] + h2o[p] + q8[c] --> glcn[p] + h[p] + q8h2[c]"	"Irreversible"	"C_p, C_c"	0	1000	0	"(b0837) or (b0124)"	"Oxidative Phosphorylation"
"GLCNt2rpp"	"D-gluconate transport via proton symport, reversible (periplasm)"	"glcn[p] + h[p] <==> glcn[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b4476) or (b3415) or (b4321) or (b4265)"	"Transport, Inner Membrane"
"GLCNtex"	"D-gluconate transport via diffusion (extracellular to periplasm)"	"glcn[e] <==> glcn[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLCP"	"glycogen phosphorylase"	"[c] : glycogen + pi --> g1p"	"Irreversible"	"C_c"	0	1000	0	"(b3428) or (b3417)"	"Glycolysis/Gluconeogenesis"
"GLCP2"	"glycogen phosphorylase"	"[c] : bglycogen + pi --> g1p"	"Irreversible"	"C_c"	0	1000	0	"(b3428) or (b3417)"	"Glycolysis/Gluconeogenesis"
"GLCRAL"	" 5-dehydro-4-deoxyglucarate aldolase"	"[c] : 5dh4dglc --> 2h3oppan + pyr"	"Irreversible"	"C_c"	0	1000	0	"(b3126)"	"Alternate Carbon Metabolism"
"GLCRD"	"glucarate dehydratase"	"[c] : glcr --> 5dh4dglc + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b2787) or (b2788)"	"Alternate Carbon Metabolism"
"GLCRt2rpp"	"D-glucarate transport via proton symport, reversible (periplasm)"	"glcr[p] + h[p] <==> glcr[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b3127) or (b2789)"	"Transport, Inner Membrane"
"GLCRtex"	"D-glucarate transport via diffusion (extracellular to periplasm)"	"glcr[e] <==> glcr[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLCS1"	"glycogen synthase (ADPGlc)"	"[c] : adpglc --> adp + glycogen + h"	"Irreversible"	"C_c"	0	1000	0	"(b3429)"	"Glycolysis/Gluconeogenesis"
"GLCTR1"	"glucosyltransferase I (LPS core synthesis)"	"[c] : icolipa + udpg --> gicolipa + h + udp"	"Irreversible"	"C_c"	0	1000	0	"(b3631)"	"Lipopolysaccharide Biosynthesis / Recycling"
"GLCTR2"	"glucosyltransferase II (LPS core synthesis)"	"[c] : gagicolipa + udpg --> ggagicolipa + h + udp"	"Irreversible"	"C_c"	0	1000	0	"(b3627)"	"Lipopolysaccharide Biosynthesis / Recycling"
"GLCTR3"	"glucosyltransferase III (LPS core synthesis)"	"[c] : ggagicolipa + udpg --> gggagicolipa + h + udp"	"Irreversible"	"C_c"	0	1000	0	"(b3626)"	"Lipopolysaccharide Biosynthesis / Recycling"
"GLCUR1Ptex"	"D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)"	"glcur1p[e] <==> glcur1p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLCURt2rpp"	"D-glucuronate transport via proton symport, reversible (periplasm)"	"glcur[p] + h[p] <==> glcur[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b3909) or (b3093)"	"Transport, Inner Membrane"
"GLCURtex"	"D-glucuronat transport via diffusion (extracellular to periplasm)"	"glcur[e] <==> glcur[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLCabcpp"	"D-glucose transport via ABC system (periplasm)"	"atp[c] + glc_DASH_D[p] + h2o[c] --> adp[c] + glc_DASH_D[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2148) and (b2150) and (b2149)"	"Transport, Inner Membrane"
"GLCptspp"	"D-glucose transport via PEP:Pyr PTS (periplasm)"	"glc_DASH_D[p] + pep[c] --> g6p[c] + pyr[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2415) and (b2417) and (b2416) and (b1101) or (b2415) and (b1621) and (b2417) and (b2416) or (b2415) and (b2416) and (b1818) and (b1817) and (b1819)"	"Transport, Inner Membrane"
"GLCt2pp"	"D-glucose transport in via proton symport (periplasm)"	"glc_DASH_D[p] + h[p] --> glc_DASH_D[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2943)"	"Transport, Inner Membrane"
"GLCtex"	"glucose transport via diffusion (extracellular to periplasm)"	"glc_DASH_D[e] <==> glc_DASH_D[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLCtexi"	"D-glucose transport via diffusion (extracellular to periplasm) irreversible"	"glc_DASH_D[e] --> glc_DASH_D[p]"	"Irreversible"	"C_e, C_p"	0	1000	0	"(b4036)"	"Transport, Outer Membrane"
"GLDBRAN2"	"glycogen debranching enzyme (bglycogen -> glycogen)"	"[c] : bglycogen --> glycogen"	"Irreversible"	"C_c"	0	1000	0	"(b3431)"	"Glycolysis/Gluconeogenesis"
"GLGC"	"glucose-1-phosphate adenylyltransferase"	"[c] : atp + g1p + h --> adpglc + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b3430)"	"Glycolysis/Gluconeogenesis"
"GLNS"	"glutamine synthetase"	"[c] : atp + glu_DASH_L + nh4 --> adp + gln_DASH_L + h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b3870) or (b1297)"	"Glutamate metabolism"
"GLNTRS"	"Glutaminyl-tRNA synthetase"	"[c] : atp + gln_DASH_L + trnagln --> amp + glntrna + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0680)"	"tRNA Charging"
"GLNabcpp"	"L-glutamine transport via ABC system (periplasm)"	"atp[c] + gln_DASH_L[p] + h2o[c] --> adp[c] + gln_DASH_L[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0810) and (b0811) and (b0809)"	"Transport, Inner Membrane"
"GLNtex"	"L-glutamine transport via diffusion (extracellular to periplasm)"	"gln_DASH_L[e] <==> gln_DASH_L[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLTPD"	"Galactitol-1-phosphate dehydrogenase"	"[c] : galt1p + nad <==> h + nadh + tag6p_DASH_D"	"Reversible"	"C_c"	-1000	1000	0	"(b2091)"	"Alternate Carbon Metabolism"
"GLU5K"	"glutamate 5-kinase"	"[c] : atp + glu_DASH_L --> adp + glu5p"	"Irreversible"	"C_c"	0	1000	0	"(b0242)"	"Arginine and Proline Metabolism"
"GLUABUTt7pp"	" 4-aminobutyrate/glutamate antiport (periplasm)"	"4abut[c] + glu_DASH_L[p] <==> 4abut[p] + glu_DASH_L[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b1492)"	"Transport, Inner Membrane"
"GLUCYS"	"gamma-glutamylcysteine synthetase"	"[c] : atp + cys_DASH_L + glu_DASH_L --> adp + glucys + h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b2688)"	"Cofactor and Prosthetic Group Biosynthesis"
"GLUDC"	"Glutamate Decarboxylase"	"[c] : glu_DASH_L + h --> 4abut + co2"	"Irreversible"	"C_c"	0	1000	0	"(b3517) or (b1493)"	"Glutamate Metabolism"
"GLUDy"	"glutamate dehydrogenase (NADP)"	"[c] : glu_DASH_L + h2o + nadp <==> akg + h + nadph + nh4"	"Reversible"	"C_c"	-1000	1000	0	"(b1761)"	"Glutamate Metabolism"
"GLUN"	"glutaminase"	"[c] : gln_DASH_L + h2o --> glu_DASH_L + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b1812) or (b1524) or (b0485)"	"Glutamate Metabolism"
"GLUNpp"	"glutaminase"	"[p] : gln_DASH_L + h2o --> glu_DASH_L + nh4"	"Irreversible"	"C_p"	0	1000	0	"(b2957)"	"Glutamate Metabolism"
"GLUPRT"	"glutamine phosphoribosyldiphosphate amidotransferase"	"[c] : gln_DASH_L + h2o + prpp --> glu_DASH_L + ppi + pram"	"Irreversible"	"C_c"	0	1000	0	"(b2312)"	"Purine and Pyrimidine Biosynthesis"
